stream,date_time,date,temp_c,do_mg_l,spc_uS_cm,depth_m,calcium_mg_l,day_period,time,reaction,calcium_g_m2,diff_h
CD,2023-10-15 10:24:00,2023-10-15,26.414,7.049,363.565,1.30704556,50.61995,Daytime,13:20:00,Uptake,66.16258089,1.333333333
CD,2023-10-15 10:34:00,2023-10-15,26.448,7.049,361.87,1.30704556,50.2301,Daytime,13:30:00,Uptake,,1.5
CD,2023-10-15 10:44:00,2023-10-15,26.468,7.03,361.195,1.30704556,50.07485,Daytime,13:40:00,Uptake,,1.666666667
CD,2023-10-15 10:54:00,2023-10-15,26.482,7.054,362.28,1.30704556,50.3244,Daytime,13:50:00,Uptake,,1.833333333
CD,2023-10-15 11:04:00,2023-10-15,26.5,7.007,363.51,1.30704556,50.6073,Daytime,14:00:00,Uptake,66.14604677,2
CD,2023-10-15 11:14:00,2023-10-15,26.506,6.979,364.05,1.30704556,50.7315,Daytime,14:10:00,Uptake,66.30838183,2.166666667
CD,2023-10-15 11:24:00,2023-10-15,26.53,6.87,364.74,1.30704556,50.8902,Daytime,14:20:00,Uptake,,2.333333333
CD,2023-10-15 11:34:00,2023-10-15,26.54,6.862,365.15,1.30704556,50.9845,Daytime,14:30:00,Uptake,,2.5
CD,2023-10-15 11:44:00,2023-10-15,26.55,6.913,364.235,1.30704556,50.77405,Daytime,14:40:00,Uptake,,2.666666667
CD,2023-10-15 11:54:00,2023-10-15,26.56,6.925,362.83,1.30704556,50.4509,Daytime,14:50:00,Uptake,65.94162484,2.833333333
CD,2023-10-15 12:04:00,2023-10-15,26.578,6.879,363.075,1.30704556,50.50725,Daytime,15:00:00,Uptake,66.01527686,3
CD,2023-10-15 12:14:00,2023-10-15,26.59,6.804,362.78,1.30704556,50.4394,Daytime,15:10:00,Uptake,65.92659382,3.166666667
CD,2023-10-15 12:24:00,2023-10-15,26.608,6.912,362.04,1.30704556,50.2692,Daytime,15:20:00,Uptake,,3.333333333
CD,2023-10-15 12:34:00,2023-10-15,26.624,6.859,362.53,1.30704556,50.3819,Daytime,15:30:00,Uptake,65.8514387,3.5
CD,2023-10-15 16:04:00,2023-10-15,26.78,6.795,364.945,1.30704556,50.93735,Nighttime,19:00:00,Dissolution,66.57743716,0
CD,2023-10-15 16:14:00,2023-10-15,26.78,6.779,364.55,1.30704556,50.8465,Nighttime,19:10:00,Dissolution,66.45869207,0.166666667
CD,2023-10-15 16:24:00,2023-10-15,26.78,6.714,366.055,1.30704556,51.19265,Nighttime,19:20:00,Dissolution,66.91112589,0.333333333
CD,2023-10-15 16:34:00,2023-10-15,26.78,6.661,367.295,1.30704556,51.47785,Nighttime,19:30:00,Dissolution,67.28389528,0.5
CD,2023-10-15 16:44:00,2023-10-15,26.78,6.619,367.235,1.30704556,51.46405,Nighttime,19:40:00,Dissolution,67.26585805,0.666666667
CD,2023-10-15 16:54:00,2023-10-15,26.78,6.615,366.825,1.30704556,51.36975,Nighttime,19:50:00,Dissolution,67.14260366,0.833333333
CD,2023-10-15 17:04:00,2023-10-15,26.78,6.613,367.79,1.30704556,51.5917,Nighttime,20:00:00,Dissolution,67.43270242,1
CD,2023-10-15 17:14:00,2023-10-15,26.78,6.613,370.895,1.30704556,52.30585,Nighttime,20:10:00,Dissolution,68.366129,1.166666667
CD,2023-10-15 17:24:00,2023-10-15,26.776,6.586,371.795,1.30704556,52.51285,Nighttime,20:20:00,Dissolution,68.63668744,1.333333333
CD,2023-10-15 17:34:00,2023-10-15,26.776,6.554,371.855,1.30704556,52.52665,Nighttime,20:30:00,Dissolution,68.65472466,1.5
CD,2023-10-15 17:44:00,2023-10-15,26.77,6.547,372.51,1.30704556,52.6773,Nighttime,20:40:00,Dissolution,68.85163108,1.666666667
CD,2023-10-15 17:54:00,2023-10-15,26.76,6.615,371.2,1.30704556,52.376,Nighttime,20:50:00,Dissolution,68.45781825,1.833333333
CD,2023-10-15 18:04:00,2023-10-15,26.76,6.633,370.545,1.30704556,52.22535,Nighttime,21:00:00,Dissolution,68.26091184,2
RA,2023-08-29 07:00:00,2023-08-29,24.9,7.56,385.2,1.5061382,55.596,Daytime,10:00:00,Uptake,83.73525937,0
RA,2023-08-29 07:10:00,2023-08-29,24.92,7.57,383.3,1.5061382,55.159,Daytime,10:10:00,Uptake,83.07707697,0.166666667
RA,2023-08-29 07:20:00,2023-08-29,24.98,7.61,382.8,1.5061382,55.044,Daytime,10:20:00,Uptake,82.90387108,0.333333333
RA,2023-08-29 07:30:00,2023-08-29,25.04,7.65,381.6,1.5061382,54.768,Daytime,10:30:00,Uptake,82.48817694,0.5
RA,2023-08-29 07:40:00,2023-08-29,25.1,7.66,378.1,1.5061382,53.963,Daytime,10:40:00,Uptake,81.27573569,0.666666667
RA,2023-08-29 07:50:00,2023-08-29,25.12,7.68,375.6,1.5061382,53.388,Daytime,10:50:00,Uptake,80.40970622,0.833333333
RA,2023-08-29 08:00:00,2023-08-29,25.22,7.69,372.6,1.5061382,52.698,Daytime,11:00:00,Uptake,79.37047086,1
RA,2023-08-29 08:10:00,2023-08-29,25.22,7.69,370.9,1.5061382,52.307,Daytime,11:10:00,Uptake,78.78157083,1.166666667
RA,2023-08-29 08:20:00,2023-08-29,25.34,7.66,368.8,1.5061382,51.824,Daytime,11:20:00,Uptake,78.05410608,1.333333333
RA,2023-08-29 08:30:00,2023-08-29,25.48,7.73,363,1.5061382,50.49,Daytime,11:30:00,Uptake,76.04491772,1.5
RA,2023-08-29 08:40:00,2023-08-29,25.6,7.76,357.1,1.5061382,49.133,Daytime,11:40:00,Uptake,74.00108818,1.666666667
RA,2023-08-29 08:50:00,2023-08-29,25.68,7.79,352.2,1.5061382,48.006,Daytime,11:50:00,Uptake,72.30367043,1.833333333
RA,2023-08-29 09:00:00,2023-08-29,25.64,7.76,349.1,1.5061382,47.293,Daytime,12:00:00,Uptake,71.22979389,2
RA,2023-08-29 09:10:00,2023-08-29,25.72,7.77,351.6,1.5061382,47.868,Daytime,12:10:00,Uptake,72.09582336,2.166666667
RA,2023-08-29 09:20:00,2023-08-29,25.68,7.76,354.3,1.5061382,48.489,Daytime,12:20:00,Uptake,73.03113518,2.333333333
RA,2023-08-29 09:30:00,2023-08-29,25.78,7.8,356.6,1.5061382,49.018,Daytime,12:30:00,Uptake,,2.5
RA,2023-08-29 09:40:00,2023-08-29,25.86,7.74,354.4,1.5061382,48.512,Daytime,12:40:00,Uptake,,2.666666667
RA,2023-08-29 09:50:00,2023-08-29,25.98,7.8,353.1,1.5061382,48.213,Daytime,12:50:00,Uptake,,2.833333333
RA,2023-08-29 10:00:00,2023-08-29,26.14,7.81,348.8,1.5061382,47.224,Daytime,13:00:00,Uptake,,3
RA,2023-08-29 13:00:00,2023-08-29,26.88,7.63,339.3,1.5061382,45.039,Nighttime,16:00:00,Dissolution,67.83495839,0
RA,2023-08-29 13:10:00,2023-08-29,26.88,7.61,342.6,1.5061382,45.798,Nighttime,16:10:00,Dissolution,68.97811728,0.166666667
RA,2023-08-29 13:20:00,2023-08-29,26.82,7.6,347.3,1.5061382,46.879,Nighttime,16:20:00,Dissolution,70.60625268,0.333333333
RA,2023-08-29 13:30:00,2023-08-29,26.82,7.56,353.9,1.5061382,48.397,Nighttime,16:30:00,Dissolution,72.89257047,0.5
RA,2023-08-29 13:40:00,2023-08-29,26.8,7.54,360.2,1.5061382,49.846,Nighttime,16:40:00,Dissolution,75.07496472,0.666666667
RA,2023-08-29 13:50:00,2023-08-29,26.76,7.53,365.4,1.5061382,51.042,Nighttime,16:50:00,Dissolution,76.876306,0.833333333
RA,2023-08-29 14:00:00,2023-08-29,26.74,7.52,370.9,1.5061382,52.307,Nighttime,17:00:00,Dissolution,78.78157083,1
RA,2023-08-29 14:10:00,2023-08-29,26.7,7.49,374.9,1.5061382,53.227,Nighttime,17:10:00,Dissolution,80.16721797,1.166666667
RA,2023-08-29 14:20:00,2023-08-29,26.66,7.46,378,1.5061382,53.94,Nighttime,17:20:00,Dissolution,81.24109451,1.333333333
RA,2023-08-29 14:30:00,2023-08-29,26.62,7.4,381.3,1.5061382,54.699,Nighttime,17:30:00,Dissolution,82.3842534,1.5
RA,2023-08-29 14:40:00,2023-08-29,26.56,7.39,384.4,1.5061382,55.412,Nighttime,17:40:00,Dissolution,83.45812994,1.666666667
RA,2023-08-29 14:50:00,2023-08-29,26.52,7.37,387.3,1.5061382,56.079,Nighttime,17:50:00,Dissolution,84.46272412,1.833333333
RA,2023-08-29 15:00:00,2023-08-29,26.48,7.33,389.6,1.5061382,56.608,Nighttime,18:00:00,Dissolution,85.25947123,2
RA,2023-08-29 15:10:00,2023-08-29,26.44,7.29,392.1,1.5061382,57.183,Nighttime,18:10:00,Dissolution,86.12550069,2.166666667
RA,2023-08-29 15:20:00,2023-08-29,26.4,7.26,394,1.5061382,57.62,Nighttime,18:20:00,Dissolution,86.78368308,2.333333333
RA,2023-08-29 15:30:00,2023-08-29,26.36,7.24,395.4,1.5061382,57.942,Nighttime,18:30:00,Dissolution,87.26865958,2.5
RA,2023-08-29 15:40:00,2023-08-29,26.34,7.2,397.1,1.5061382,58.333,Nighttime,18:40:00,Dissolution,87.85755962,2.666666667
RA,2023-08-29 15:50:00,2023-08-29,26.3,7.19,398.4,1.5061382,58.632,Nighttime,18:50:00,Dissolution,88.30789494,2.833333333
RA,2023-08-29 16:00:00,2023-08-29,26.28,7.17,399.3,1.5061382,58.839,Nighttime,19:00:00,Dissolution,88.61966555,3
RA,2023-08-30 07:00:00,2023-08-30,25.6,7.67,419.8,1.5061382,63.554,Daytime,10:00:00,Uptake,95.72110716,0
RA,2023-08-30 07:10:00,2023-08-30,25.62,7.64,419.5,1.5061382,63.485,Daytime,10:10:00,Uptake,95.61718363,0.166666667
RA,2023-08-30 07:20:00,2023-08-30,25.66,7.66,419.3,1.5061382,63.439,Daytime,10:20:00,Uptake,95.54790127,0.333333333
RA,2023-08-30 07:30:00,2023-08-30,25.72,7.72,417.5,1.5061382,63.025,Daytime,10:30:00,Uptake,94.92436006,0.5
RA,2023-08-30 07:40:00,2023-08-30,25.78,7.75,413,1.5061382,61.99,Daytime,10:40:00,Uptake,93.36550702,0.666666667
RA,2023-08-30 07:50:00,2023-08-30,25.82,7.8,411.9,1.5061382,61.737,Daytime,10:50:00,Uptake,92.98445405,0.833333333
RA,2023-08-30 08:00:00,2023-08-30,25.88,7.84,411.1,1.5061382,61.553,Daytime,11:00:00,Uptake,92.70732462,1
RA,2023-08-30 08:10:00,2023-08-30,25.92,7.88,412.9,1.5061382,61.967,Daytime,11:10:00,Uptake,93.33086584,1.166666667
RA,2023-08-30 08:20:00,2023-08-30,26.08,7.95,405.4,1.5061382,60.242,Daytime,11:20:00,Uptake,90.73277744,1.333333333
RA,2023-08-30 08:30:00,2023-08-30,26.16,7.98,405.8,1.5061382,60.334,Daytime,11:30:00,Uptake,90.87134216,1.5
RA,2023-08-30 08:40:00,2023-08-30,26.2,8,404.7,1.5061382,60.081,Daytime,11:40:00,Uptake,90.49028919,1.666666667
RA,2023-08-30 08:50:00,2023-08-30,26.22,8.04,403.2,1.5061382,59.736,Daytime,11:50:00,Uptake,89.97067152,1.833333333
RA,2023-08-31 07:00:00,2023-08-31,25.4,7.75,402.6,1.5061382,59.598,Daytime,10:00:00,Uptake,89.76282444,0
RA,2023-08-31 07:10:00,2023-08-31,25.42,7.78,400.9,1.5061382,59.207,Daytime,10:10:00,Uptake,89.17392441,0.166666667
RA,2023-08-31 07:20:00,2023-08-31,25.44,7.81,401.4,1.5061382,59.322,Daytime,10:20:00,Uptake,89.3471303,0.333333333
RA,2023-08-31 07:30:00,2023-08-31,25.46,7.84,401.3,1.5061382,59.299,Daytime,10:30:00,Uptake,89.31248912,0.5
RA,2023-08-31 07:40:00,2023-08-31,25.5,7.88,397.4,1.5061382,58.402,Daytime,10:40:00,Uptake,87.96148316,0.666666667
RA,2023-08-31 07:50:00,2023-08-31,25.54,7.92,397.5,1.5061382,58.425,Daytime,10:50:00,Uptake,87.99612434,0.833333333
RA,2023-08-31 08:00:00,2023-08-31,25.58,8.07,396.5,1.5061382,58.195,Daytime,11:00:00,Uptake,87.64971255,1
RA,2023-08-31 08:10:00,2023-08-31,25.64,8.05,394.5,1.5061382,57.735,Daytime,11:10:00,Uptake,86.95688898,1.166666667
RA,2023-08-31 08:20:00,2023-08-31,25.74,8.15,391.6,1.5061382,57.068,Daytime,11:20:00,Uptake,85.9522948,1.333333333
RA,2023-08-31 08:30:00,2023-08-31,25.82,8.3,391.4,1.5061382,57.022,Daytime,11:30:00,Uptake,85.88301244,1.5
RA,2023-08-31 08:40:00,2023-08-31,25.98,8.25,388.6,1.5061382,56.378,Daytime,11:40:00,Uptake,84.91305944,1.666666667
RA,2023-08-31 08:50:00,2023-08-31,26.06,8.19,385,1.5061382,55.55,Daytime,11:50:00,Uptake,83.66597701,1.833333333
RA,2023-08-31 09:00:00,2023-08-31,25.96,8.05,392.7,1.5061382,57.321,Daytime,12:00:00,Uptake,,2
RA,2023-08-31 09:10:00,2023-08-31,25.98,8.11,392.6,1.5061382,57.298,Daytime,12:10:00,Uptake,,2.166666667
RA,2023-08-31 09:20:00,2023-08-31,26.04,8.13,390.2,1.5061382,56.746,Daytime,12:20:00,Uptake,,2.333333333
RA,2023-08-31 09:30:00,2023-08-31,26.14,8.35,386.8,1.5061382,55.964,Daytime,12:30:00,Uptake,,2.5
RA,2023-08-31 09:40:00,2023-08-31,26.26,8.33,384.6,1.5061382,55.458,Daytime,12:40:00,Uptake,,2.666666667
RA,2023-08-31 09:50:00,2023-08-31,26.38,8.29,382.3,1.5061382,54.929,Daytime,12:50:00,Uptake,,2.833333333
RA,2023-08-31 10:00:00,2023-08-31,26.44,8.42,383.4,1.5061382,55.182,Daytime,13:00:00,Uptake,,3
RA,2023-08-31 13:00:00,2023-08-31,27.3,7.82,382,1.5061382,54.86,Nighttime,16:00:00,Dissolution,82.62674165,0
RA,2023-08-31 13:10:00,2023-08-31,27.28,7.81,386.3,1.5061382,55.849,Nighttime,16:10:00,Dissolution,84.11631233,0.166666667
RA,2023-08-31 13:20:00,2023-08-31,27.24,7.73,391.5,1.5061382,57.045,Nighttime,16:20:00,Dissolution,85.91765362,0.333333333
RA,2023-08-31 13:30:00,2023-08-31,27.22,7.76,393.9,1.5061382,57.597,Nighttime,16:30:00,Dissolution,86.74904191,0.5
RA,2023-08-31 13:40:00,2023-08-31,27.2,7.71,396.1,1.5061382,58.103,Nighttime,16:40:00,Dissolution,87.51114783,0.666666667
RA,2023-08-31 13:50:00,2023-08-31,27.16,7.68,397.1,1.5061382,58.333,Nighttime,16:50:00,Dissolution,87.85755962,0.833333333
RA,2023-08-31 14:00:00,2023-08-31,27.14,7.65,399.2,1.5061382,58.816,Nighttime,17:00:00,Dissolution,88.58502437,1
RA,2023-08-31 14:10:00,2023-08-31,27.1,7.62,400.5,1.5061382,59.115,Nighttime,17:10:00,Dissolution,89.03535969,1.166666667
RA,2023-08-31 14:20:00,2023-08-31,27.06,7.58,401.7,1.5061382,59.391,Nighttime,17:20:00,Dissolution,89.45105384,1.333333333
RA,2023-08-31 14:30:00,2023-08-31,27,7.54,402.4,1.5061382,59.552,Nighttime,17:30:00,Dissolution,89.69354209,1.5
RA,2023-08-31 14:40:00,2023-08-31,26.94,7.48,403.9,1.5061382,59.897,Nighttime,17:40:00,Dissolution,90.21315977,1.666666667
RA,2023-08-31 14:50:00,2023-08-31,26.9,7.46,404.8,1.5061382,60.104,Nighttime,17:50:00,Dissolution,90.52493037,1.833333333
RA,2023-08-31 15:00:00,2023-08-31,26.86,7.41,406.2,1.5061382,60.426,Nighttime,18:00:00,Dissolution,91.00990687,2
RA,2023-08-31 15:10:00,2023-08-31,26.8,7.36,406.7,1.5061382,60.541,Nighttime,18:10:00,Dissolution,91.18311277,2.166666667
RA,2023-08-31 15:20:00,2023-08-31,26.76,7.34,407.6,1.5061382,60.748,Nighttime,18:20:00,Dissolution,91.49488337,2.333333333
RA,2023-08-31 15:30:00,2023-08-31,26.72,7.33,408.4,1.5061382,60.932,Nighttime,18:30:00,Dissolution,91.7720128,2.5
RA,2023-08-31 15:40:00,2023-08-31,26.66,7.31,408.9,1.5061382,61.047,Nighttime,18:40:00,Dissolution,91.9452187,2.666666667
RA,2023-08-31 15:50:00,2023-08-31,26.62,7.26,409.6,1.5061382,61.208,Nighttime,18:50:00,Dissolution,92.18770695,2.833333333
RA,2023-08-31 16:00:00,2023-08-31,26.58,7.24,409.8,1.5061382,61.254,Nighttime,19:00:00,Dissolution,92.2569893,3
RC,2023-08-11 08:00:00,2023-08-11,22.96,7.49,422.533753,1.60663807,64.18276319,Daytime,11:00:00,Uptake,103.1184708,0
RC,2023-08-11 08:10:00,2023-08-11,23,7.52,422.5221129,1.60663807,64.18008597,Daytime,11:10:00,Uptake,103.1141695,0.166666667
RC,2023-08-11 08:20:00,2023-08-11,23.08,7.57,421.2729973,1.60663807,63.89278938,Daytime,11:20:00,Uptake,102.6525878,0.333333333
RC,2023-08-11 08:30:00,2023-08-11,23.18,7.61,421.5639859,1.60663807,63.95971676,Daytime,11:30:00,Uptake,102.7601159,0.5
RC,2023-08-11 08:40:00,2023-08-11,23.26,7.64,421.5543275,1.60663807,63.95749533,Daytime,11:40:00,Uptake,,0.666666667
RC,2023-08-11 08:50:00,2023-08-11,23.34,7.66,422.6842246,1.60663807,64.21737166,Daytime,11:50:00,Uptake,,0.833333333
RC,2023-08-11 09:00:00,2023-08-11,23.44,7.7,411.9692972,1.60663807,61.75293836,Daytime,12:00:00,Uptake,99.2146217,1
RC,2023-08-11 09:10:00,2023-08-11,23.55,7.735,409.5621112,1.60663807,61.19928558,Daytime,12:10:00,Uptake,98.32510206,1.166666667
RC,2023-08-11 09:20:00,2023-08-11,23.66,7.77,407.1549252,1.60663807,60.6456328,Daytime,12:20:00,Uptake,,1.333333333
RC,2023-08-11 09:30:00,2023-08-11,23.74,7.8,409.8992294,1.60663807,61.27682276,Daytime,12:30:00,Uptake,98.44967626,1.5
RC,2023-08-11 09:40:00,2023-08-11,23.82,7.79,412.9652815,1.60663807,61.98201475,Daytime,12:40:00,Uptake,99.58266454,1.666666667
RC,2023-08-11 09:50:00,2023-08-11,23.94,7.83,407.0689082,1.60663807,60.62584889,Daytime,12:50:00,Uptake,97.40379685,1.833333333
RC,2023-08-11 10:00:00,2023-08-11,24.02,7.85,413.6583624,1.60663807,62.14142335,Daytime,13:00:00,Uptake,,2
RC,2023-08-11 10:10:00,2023-08-11,24.12,7.87,406.9835452,1.60663807,60.6062154,Daytime,13:10:00,Uptake,97.37225293,2.166666667
RC,2023-08-11 10:20:00,2023-08-11,24.2,7.89,406.502486,1.60663807,60.49557178,Daytime,13:20:00,Uptake,97.19448869,2.333333333
RC,2023-08-11 10:30:00,2023-08-11,24.3,7.9,406.5135214,1.60663807,60.49810992,Daytime,13:30:00,Uptake,97.19856656,2.5
RC,2023-08-11 13:00:00,2023-08-11,25.1,7.78,412.8640152,1.60663807,61.9587235,Nighttime,16:00:00,Dissolution,99.54524394,0
RC,2023-08-11 13:10:00,2023-08-11,25.12,7.74,402.66862,1.60663807,59.6137826,Nighttime,16:10:00,Dissolution,95.77777262,0.166666667
RC,2023-08-11 13:20:00,2023-08-11,25.14,7.72,402.66862,1.60663807,59.6137826,Nighttime,16:20:00,Dissolution,95.77777262,0.333333333
RC,2023-08-11 13:30:00,2023-08-11,25.14,7.7,412.4680775,1.60663807,61.86765783,Nighttime,16:30:00,Dissolution,99.39893436,0.5
RC,2023-08-11 13:40:00,2023-08-11,25.14,7.66,412.4680775,1.60663807,61.86765783,Nighttime,16:40:00,Dissolution,99.39893436,0.666666667
RC,2023-08-11 13:50:00,2023-08-11,25.14,7.63,397.5920343,1.60663807,58.44616789,Nighttime,16:50:00,Dissolution,93.90183838,0.833333333
RC,2023-08-11 14:00:00,2023-08-11,25.12,7.6,397.1953348,1.60663807,58.354927,Nighttime,17:00:00,Dissolution,93.7552473,1
RC,2023-08-11 14:10:00,2023-08-11,25.1,7.56,383.9059029,1.60663807,55.29835767,Nighttime,17:10:00,Dissolution,88.84444664,1.166666667
RC,2023-08-11 14:20:00,2023-08-11,25.08,7.52,381.1290067,1.60663807,54.65967154,Nighttime,17:20:00,Dissolution,87.81830919,1.333333333
RC,2023-08-11 14:30:00,2023-08-11,25.08,7.49,365.0626785,1.60663807,50.96441606,Nighttime,17:30:00,Dissolution,81.88137105,1.5
RC,2023-08-11 14:40:00,2023-08-11,25.04,7.45,366.1638745,1.60663807,51.21769114,Nighttime,17:40:00,Dissolution,82.28829243,1.666666667
RC,2023-08-11 14:50:00,2023-08-11,25.02,7.41,365.070848,1.60663807,50.96629504,Nighttime,17:50:00,Dissolution,81.8843899,1.833333333
RC,2023-08-11 15:00:00,2023-08-11,25,7.39,344.3033447,1.60663807,46.18976928,Nighttime,18:00:00,Dissolution,74.21024177,2
RC,2023-08-11 15:10:00,2023-08-11,24.98,7.36,338.2979571,1.60663807,44.80853013,Nighttime,18:10:00,Dissolution,71.99109037,2.166666667
RC,2023-08-11 15:20:00,2023-08-11,24.96,7.34,322.6673569,1.60663807,41.21349209,Nighttime,18:20:00,Dissolution,66.21516538,2.333333333
RC,2023-08-11 15:30:00,2023-08-11,24.94,7.3,329.3377404,1.60663807,42.74768029,Nighttime,18:30:00,Dissolution,68.68005056,2.5
RC,2023-08-11 15:40:00,2023-08-11,24.92,7.27,324.2602843,1.60663807,41.57986539,Nighttime,18:40:00,Dissolution,66.80379468,2.666666667
RC,2023-08-11 15:50:00,2023-08-11,24.9,7.23,302.4570905,1.60663807,36.56513082,Nighttime,18:50:00,Dissolution,58.7469312,2.833333333
RC,2023-08-11 16:00:00,2023-08-11,24.9,7.21,284.2892768,1.60663807,32.38653366,Nighttime,19:00:00,Dissolution,52.03343794,3
RC,2023-08-12 08:00:00,2023-08-12,24.12,7.29,237.1177803,1.60663807,21.53708947,Daytime,11:00:00,Uptake,34.60230786,0
RC,2023-08-12 08:10:00,2023-08-12,24.16,7.32,236.9563024,1.60663807,21.49994955,Daytime,11:10:00,Uptake,34.54263745,0.166666667
RC,2023-08-12 08:20:00,2023-08-12,24.24,7.35,236.0951633,1.60663807,21.30188756,Daytime,11:20:00,Uptake,34.22442352,0.333333333
RC,2023-08-12 08:30:00,2023-08-12,24.3,7.39,236.0951633,1.60663807,21.30188756,Daytime,11:30:00,Uptake,34.22442352,0.5
RC,2023-08-12 08:40:00,2023-08-12,24.38,7.4,236.036833,1.60663807,21.28847159,Daytime,11:40:00,Uptake,34.20286891,0.666666667
RC,2023-08-12 08:50:00,2023-08-12,24.46,7.45,235.8783987,1.60663807,21.2520317,Daytime,11:50:00,Uptake,34.1443232,0.833333333
RC,2023-08-12 09:00:00,2023-08-12,24.56,7.48,231.4759929,1.60663807,20.23947837,Daytime,12:00:00,Uptake,32.51751646,1
RC,2023-08-12 09:10:00,2023-08-12,24.66,7.51,228.3056246,1.60663807,19.51029366,Daytime,12:10:00,Uptake,31.34598055,1.166666667
RC,2023-08-12 13:00:00,2023-08-12,25.6,7.63,427.3898864,1.60663807,65.29967387,Nighttime,16:00:00,Dissolution,104.912942,0
RC,2023-08-12 13:10:00,2023-08-12,25.6,7.6,426.9969746,1.60663807,65.20930416,Nighttime,16:10:00,Dissolution,104.7677506,0.166666667
RC,2023-08-12 13:20:00,2023-08-12,25.6,7.59,427.3898864,1.60663807,65.29967387,Nighttime,16:20:00,Dissolution,104.912942,0.333333333
RC,2023-08-12 13:30:00,2023-08-12,25.6,7.57,427.3898864,1.60663807,65.29967387,Nighttime,16:30:00,Dissolution,104.912942,0.5
RC,2023-08-12 13:40:00,2023-08-12,25.58,7.54,427.3898864,1.60663807,65.29967387,Nighttime,16:40:00,Dissolution,104.912942,0.666666667
RC,2023-08-12 13:50:00,2023-08-12,25.58,7.52,426.9969746,1.60663807,65.20930416,Nighttime,16:50:00,Dissolution,104.7677506,0.833333333
RC,2023-08-12 14:00:00,2023-08-12,25.56,7.48,427.3898864,1.60663807,65.29967387,Nighttime,17:00:00,Dissolution,104.912942,1
RC,2023-08-12 14:10:00,2023-08-12,25.54,7.46,428.2058852,1.60663807,65.4873536,Nighttime,17:10:00,Dissolution,105.2144754,1.166666667
RC,2023-08-12 14:20:00,2023-08-12,25.54,7.43,428.2058852,1.60663807,65.4873536,Nighttime,17:20:00,Dissolution,105.2144754,1.333333333
RC,2023-08-12 14:30:00,2023-08-12,25.52,7.39,427.8122232,1.60663807,65.39681134,Nighttime,17:30:00,Dissolution,105.0690067,1.5
RC,2023-08-12 14:40:00,2023-08-12,25.5,7.37,427.8122232,1.60663807,65.39681134,Nighttime,17:40:00,Dissolution,105.0690067,1.666666667
RC,2023-08-12 14:50:00,2023-08-12,25.5,7.33,427.9106387,1.60663807,65.4194469,Nighttime,17:50:00,Dissolution,105.1053739,1.833333333
RC,2023-08-12 15:00:00,2023-08-12,25.48,7.3,428.7291946,1.60663807,65.60771476,Nighttime,18:00:00,Dissolution,105.4078522,2
RC,2023-08-12 15:10:00,2023-08-12,25.46,7.27,428.7291946,1.60663807,65.60771476,Nighttime,18:10:00,Dissolution,105.4078522,2.166666667
RC,2023-08-12 15:20:00,2023-08-12,25.46,7.21,428.7291946,1.60663807,65.60771476,Nighttime,18:20:00,Dissolution,105.4078522,2.333333333
RC,2023-08-12 15:30:00,2023-08-12,25.44,7.19,428.7291946,1.60663807,65.60771476,Nighttime,18:30:00,Dissolution,105.4078522,2.5
RC,2023-08-12 15:40:00,2023-08-12,25.44,7.16,428.3347795,1.60663807,65.51699929,Nighttime,18:40:00,Dissolution,105.2621053,2.666666667
RC,2023-08-12 15:50:00,2023-08-12,25.42,7.13,428.7291946,1.60663807,65.60771476,Nighttime,18:50:00,Dissolution,105.4078522,2.833333333
RC,2023-08-12 16:00:00,2023-08-12,25.4,7.09,429.1641968,1.60663807,65.70776526,Nighttime,19:00:00,Dissolution,105.5685972,3
RC,2013-08-20 20:11:00,2023-08-13,24.4,7.12,425.2031705,1.60663807,64.79672922,Daytime,11:00:00,Uptake,104.104892,0
RC,2013-08-20 20:11:10,2023-08-13,24.42,7.15,424.285514,1.60663807,64.58566822,Daytime,11:10:00,Uptake,103.7657933,0.166666667
RC,2013-08-20 20:11:20,2023-08-13,24.46,7.19,424.6860668,1.60663807,64.67779536,Daytime,11:20:00,Uptake,103.9138083,0.333333333
RC,2013-08-20 20:11:30,2023-08-13,24.5,7.22,423.8626369,1.60663807,64.48840649,Daytime,11:30:00,Uptake,103.6095289,0.5
RC,2013-08-20 20:11:40,2023-08-13,24.52,7.25,423.4413965,1.60663807,64.3915212,Daytime,11:40:00,Uptake,103.4538693,0.666666667
RC,2013-08-20 20:11:50,2023-08-13,24.56,7.3,423.4200151,1.60663807,64.38660347,Daytime,11:50:00,Uptake,103.4459683,0.833333333
RC,2013-08-20 20:12:00,2023-08-13,24.62,7.35,423.718689,1.60663807,64.45529847,Daytime,12:00:00,Uptake,103.5563363,1
RC,2013-08-20 20:12:10,2023-08-13,24.74,7.42,423.6968143,1.60663807,64.45026729,Daytime,12:10:00,Uptake,103.548253,1.166666667
RC,2013-08-20 20:12:20,2023-08-13,24.74,7.42,423.6968143,1.60663807,64.45026729,Daytime,12:20:00,Uptake,103.548253,1.333333333
RC,2013-08-20 20:12:30,2023-08-13,24.8,7.47,420.840893,1.60663807,63.79340539,Daytime,12:30:00,Uptake,102.4929137,1.5
RC,2013-08-20 20:12:40,2023-08-13,24.86,7.49,421.5311194,1.60663807,63.95215746,Daytime,12:40:00,Uptake,102.7479708,1.666666667
RC,2013-08-20 20:12:50,2023-08-13,24.94,7.53,422.742541,1.60663807,64.23078443,Daytime,12:50:00,Uptake,103.1956235,1.833333333
