"stream_name","stream_abreviation","Date","Time","I","tempC","DO.meas","atmo.pressure","salinity"
"Rio Triste","RT",2023-08-03,"04:10:00",0,26.781,5.132,1,0
"Rio Triste","RT",2023-08-03,"04:20:00",0,26.781,5.158,1,0
"Rio Triste","RT",2023-08-03,"04:30:00",0,26.781,5.144,1,0
"Rio Triste","RT",2023-08-03,"04:40:00",0,26.781,5.152,1,0
"Rio Triste","RT",2023-08-03,"04:50:00",0,26.781,5.155,1,0
"Rio Triste","RT",2023-08-03,"05:00:00",0,26.781,5.182,1,0
"Rio Triste","RT",2023-08-03,"05:10:00",0,26.781,5.18,1,0
"Rio Triste","RT",2023-08-03,"05:20:00",0,26.781,5.182,1,0
"Rio Triste","RT",2023-08-03,"05:30:00",0,26.781,5.181,1,0
"Rio Triste","RT",2023-08-03,"05:40:00",0,26.781,5.175,1,0
"Rio Triste","RT",2023-08-03,"05:50:00",0,26.781,5.19,1,0
"Rio Triste","RT",2023-08-03,"06:00:00",0,26.781,5.174,1,0
"Rio Triste","RT",2023-08-03,"06:10:00",0,26.781,5.168,1,0
"Rio Triste","RT",2023-08-03,"06:20:00",0,26.781,5.178,1,0
"Rio Triste","RT",2023-08-03,"06:30:00",0,26.781,5.18,1,0
"Rio Triste","RT",2023-08-03,"06:40:00",0,26.781,5.176,1,0
"Rio Triste","RT",2023-08-03,"06:50:00",0,26.781,5.143,1,0
"Rio Triste","RT",2023-08-03,"07:00:00",0,26.781,5.158,1,0
"Rio Triste","RT",2023-08-03,"07:10:00",0,26.781,5.18,1,0
"Rio Triste","RT",2023-08-03,"07:20:00",0.075597667,26.781,5.153,1,0
"Rio Triste","RT",2023-08-03,"07:30:00",0.150490755,26.781,5.132,1,0
"Rio Triste","RT",2023-08-03,"07:40:00",0.226079134,26.781,5.183,1,0
"Rio Triste","RT",2023-08-03,"07:50:00",0.301662848,26.781,5.226,1,0
"Rio Triste","RT",2023-08-03,"08:00:00",0.452116537,26.781,5.244,1,0
"Rio Triste","RT",2023-08-03,"08:10:00",0.526986598,26.781,5.237,1,0
"Rio Triste","RT",2023-08-03,"08:20:00",0.602551736,26.781,5.237,1,0
"Rio Triste","RT",2023-08-03,"08:30:00",0.678112208,26.781,5.236,1,0
"Rio Triste","RT",2023-08-03,"08:40:00",0.752968445,26.781,5.239,1,0
"Rio Triste","RT",2023-08-03,"08:50:00",0.904066147,26.781,5.229,1,0
"Rio Triste","RT",2023-08-03,"09:00:00",1.05444579,26.781,5.238,1,0
"Rio Triste","RT",2023-08-03,"09:10:00",1.204806943,26.781,5.23,1,0
"Rio Triste","RT",2023-08-03,"09:20:00",1.506172918,26.879,5.223,1,0
"Rio Triste","RT",2023-08-03,"09:30:00",2.483876659,26.879,5.216,1,0
"Rio Triste","RT",2023-08-03,"09:40:00",1.806765622,26.879,5.208,1,0
"Rio Triste","RT",2023-08-03,"09:50:00",1.882251704,26.879,5.203,1,0
"Rio Triste","RT",2023-08-03,"10:00:00",3.986990595,26.977,5.202,1,0
"Rio Triste","RT",2023-08-03,"10:10:00",2.107983161,26.977,5.192,1,0
"Rio Triste","RT",2023-08-03,"10:20:00",2.183450623,26.977,5.178,1,0
"Rio Triste","RT",2023-08-03,"10:30:00",2.333672886,26.977,5.176,1,0
"Rio Triste","RT",2023-08-03,"10:40:00",2.55932088,26.977,5.176,1,0
"Rio Triste","RT",2023-08-03,"10:50:00",5.638065334,27.075,5.167,1,0
"Rio Triste","RT",2023-08-03,"11:00:00",2.634061942,27.075,5.17,1,0
"Rio Triste","RT",2023-08-03,"11:10:00",2.85965438,27.075,5.158,1,0
"Rio Triste","RT",2023-08-03,"11:20:00",6.088095808,27.173,5.164,1,0
"Rio Triste","RT",2023-08-03,"11:30:00",3.085205086,27.173,5.16,1,0
"Rio Triste","RT",2023-08-03,"11:40:00",3.386107133,27.173,5.15,1,0
"Rio Triste","RT",2023-08-03,"11:50:00",3.310714061,27.173,5.153,1,0
"Rio Triste","RT",2023-08-03,"12:00:00",3.386107133,27.173,5.146,1,0
"Rio Triste","RT",2023-08-03,"12:10:00",4.888108398,27.173,5.144,1,0
"Rio Triste","RT",2023-08-03,"12:20:00",4.888108398,27.173,5.154,1,0
"Rio Triste","RT",2023-08-03,"12:30:00",5.4129875,27.173,5.155,1,0
"Rio Triste","RT",2023-08-03,"12:40:00",5.488250367,27.272,5.157,1,0
"Rio Triste","RT",2023-08-03,"12:50:00",7.211745822,27.272,5.16,1,0
"Rio Triste","RT",2023-08-03,"13:00:00",6.088095808,27.272,5.158,1,0
"Rio Triste","RT",2023-08-03,"13:10:00",5.337719967,27.272,5.158,1,0
"Rio Triste","RT",2023-08-03,"13:20:00",7.062125215,27.272,5.155,1,0
"Rio Triste","RT",2023-08-03,"13:30:00",6.237836729,27.272,5.157,1,0
"Rio Triste","RT",2023-08-03,"13:40:00",13.78574447,27.37,5.149,1,0
"Rio Triste","RT",2023-08-03,"13:50:00",4.286972355,27.272,5.153,1,0
"Rio Triste","RT",2023-08-03,"14:00:00",4.512258847,27.272,5.149,1,0
"Rio Triste","RT",2023-08-03,"14:10:00",5.4129875,27.272,5.153,1,0
"Rio Triste","RT",2023-08-03,"14:20:00",3.986990595,27.272,5.145,1,0
"Rio Triste","RT",2023-08-03,"14:30:00",3.761606815,27.272,5.148,1,0
"Rio Triste","RT",2023-08-03,"14:40:00",4.43763296,27.272,5.143,1,0
"Rio Triste","RT",2023-08-03,"14:50:00",4.062341806,27.272,5.149,1,0
"Rio Triste","RT",2023-08-03,"15:00:00",5.938336397,27.272,5.147,1,0
"Rio Triste","RT",2023-08-03,"15:10:00",49.58735849,27.37,5.143,1,0
"Rio Triste","RT",2023-08-03,"15:20:00",21.5078,27.272,5.138,1,0
"Rio Triste","RT",2023-08-03,"15:30:00",7.885852959,27.272,5.137,1,0
"Rio Triste","RT",2023-08-03,"15:40:00",3.085205086,27.173,5.131,1,0
"Rio Triste","RT",2023-08-03,"15:50:00",2.408427773,27.173,5.125,1,0
"Rio Triste","RT",2023-08-03,"16:00:00",2.183450623,27.173,5.124,1,0
"Rio Triste","RT",2023-08-03,"16:10:00",2.032511033,27.173,5.123,1,0
"Rio Triste","RT",2023-08-03,"16:20:00",5.713314248,27.173,5.131,1,0
"Rio Triste","RT",2023-08-03,"16:30:00",4.662891545,27.173,5.122,1,0
"Rio Triste","RT",2023-08-03,"16:40:00",1.506172918,27.173,5.125,1,0
"Rio Triste","RT",2023-08-03,"16:50:00",1.28033022,27.173,5.116,1,0
"Rio Triste","RT",2023-08-03,"17:00:00",1.129978355,27.173,5.119,1,0
"Rio Triste","RT",2023-08-03,"17:10:00",0.97890856,27.173,5.124,1,0
"Rio Triste","RT",2023-08-03,"17:20:00",0.828519629,27.173,5.109,1,0
"Rio Triste","RT",2023-08-03,"17:30:00",0.752968445,27.173,5.101,1,0
"Rio Triste","RT",2023-08-03,"17:40:00",0.602551736,27.173,5.116,1,0
"Rio Triste","RT",2023-08-03,"17:50:00",0.452116537,27.173,5.107,1,0
"Rio Triste","RT",2023-08-03,"18:00:00",0.376542111,27.173,5.111,1,0
"Rio Triste","RT",2023-08-03,"18:10:00",0.226079134,27.173,5.108,1,0
"Rio Triste","RT",2023-08-03,"18:20:00",0.075597667,27.075,5.112,1,0
"Rio Triste","RT",2023-08-03,"18:30:00",0,27.075,5.118,1,0
"Rio Triste","RT",2023-08-03,"18:40:00",0,27.075,5.116,1,0
"Rio Triste","RT",2023-08-03,"18:50:00",0,27.075,5.132,1,0
"Rio Triste","RT",2023-08-03,"19:00:00",0,27.075,5.125,1,0
"Rio Triste","RT",2023-08-03,"19:10:00",0,27.075,5.129,1,0
"Rio Triste","RT",2023-08-03,"19:20:00",0,27.075,5.14,1,0
"Rio Triste","RT",2023-08-03,"19:30:00",0,27.075,5.138,1,0
"Rio Triste","RT",2023-08-03,"19:40:00",0,27.075,5.145,1,0
"Rio Triste","RT",2023-08-03,"19:50:00",0,27.075,5.149,1,0
"Rio Triste","RT",2023-08-03,"20:00:00",0,26.977,5.152,1,0
"Rio Triste","RT",2023-08-03,"20:10:00",0,26.977,5.168,1,0
"Rio Triste","RT",2023-08-03,"20:20:00",0,26.977,5.172,1,0
"Rio Triste","RT",2023-08-03,"20:30:00",0,26.977,5.175,1,0
"Rio Triste","RT",2023-08-03,"20:40:00",0,26.977,5.175,1,0
"Rio Triste","RT",2023-08-03,"20:50:00",0,26.977,5.171,1,0
"Rio Triste","RT",2023-08-03,"21:00:00",0,26.977,5.184,1,0
"Rio Triste","RT",2023-08-03,"21:10:00",0,26.977,5.184,1,0
"Rio Triste","RT",2023-08-03,"21:20:00",0,26.977,5.195,1,0
"Rio Triste","RT",2023-08-03,"21:30:00",0,26.977,5.201,1,0
"Rio Triste","RT",2023-08-03,"21:40:00",0,26.879,5.198,1,0
"Rio Triste","RT",2023-08-03,"21:50:00",0,26.879,5.207,1,0
"Rio Triste","RT",2023-08-03,"22:00:00",0,26.879,5.205,1,0
"Rio Triste","RT",2023-08-03,"22:10:00",0,26.879,5.201,1,0
"Rio Triste","RT",2023-08-03,"22:20:00",0,26.879,5.205,1,0
"Rio Triste","RT",2023-08-03,"22:30:00",0,26.879,5.215,1,0
"Rio Triste","RT",2023-08-03,"22:40:00",0,26.879,5.218,1,0
"Rio Triste","RT",2023-08-03,"22:50:00",0,26.879,5.207,1,0
"Rio Triste","RT",2023-08-03,"23:00:00",0,26.879,5.218,1,0
"Rio Triste","RT",2023-08-03,"23:10:00",0,26.879,5.211,1,0
"Rio Triste","RT",2023-08-03,"23:20:00",0,26.879,5.222,1,0
"Rio Triste","RT",2023-08-03,"23:30:00",0,26.879,5.219,1,0
"Rio Triste","RT",2023-08-03,"23:40:00",0,26.879,5.234,1,0
"Rio Triste","RT",2023-08-03,"23:50:00",0,26.879,5.238,1,0
"Rio Triste","RT",2023-08-04,"00:00:00",0,26.879,5.225,1,0
"Rio Triste","RT",2023-08-04,"00:10:00",0,26.781,5.242,1,0
"Rio Triste","RT",2023-08-04,"00:20:00",0,26.781,5.238,1,0
"Rio Triste","RT",2023-08-04,"00:30:00",0,26.879,5.235,1,0
"Rio Triste","RT",2023-08-04,"00:40:00",0,26.781,5.231,1,0
"Rio Triste","RT",2023-08-04,"00:50:00",0,26.781,5.235,1,0
"Rio Triste","RT",2023-08-04,"01:00:00",0,26.781,5.243,1,0
"Rio Triste","RT",2023-08-04,"01:10:00",0,26.781,5.241,1,0
"Rio Triste","RT",2023-08-04,"01:20:00",0,26.781,5.241,1,0
"Rio Triste","RT",2023-08-04,"01:30:00",0,26.781,5.244,1,0
"Rio Triste","RT",2023-08-04,"01:40:00",0,26.781,5.25,1,0
"Rio Triste","RT",2023-08-04,"01:50:00",0,26.781,5.248,1,0
"Rio Triste","RT",2023-08-04,"02:00:00",0,26.781,5.249,1,0
"Rio Triste","RT",2023-08-04,"02:10:00",0,26.781,5.254,1,0
"Rio Triste","RT",2023-08-04,"02:20:00",0,26.781,5.255,1,0
"Rio Triste","RT",2023-08-04,"02:30:00",0,26.781,5.258,1,0
"Rio Triste","RT",2023-08-04,"02:40:00",0,26.781,5.264,1,0
"Rio Triste","RT",2023-08-04,"02:50:00",0,26.781,5.254,1,0
"Rio Triste","RT",2023-08-04,"03:00:00",0,26.781,5.261,1,0
"Rio Triste","RT",2023-08-04,"03:10:00",0,26.781,5.256,1,0
"Rio Triste","RT",2023-08-04,"03:20:00",0,26.781,5.256,1,0
"Rio Triste","RT",2023-08-04,"03:30:00",0,26.781,5.256,1,0
"Rio Triste","RT",2023-08-04,"03:40:00",0,26.781,5.26,1,0
"Rio Triste","RT",2023-08-04,"03:50:00",0,26.781,5.268,1,0
"Rio Triste","RT",2023-08-04,"04:00:00",0,26.781,5.256,1,0
"Rio Triste","RT",2023-08-04,"04:10:00",0,26.781,5.27,1,0
"Rio Triste","RT",2023-08-04,"04:20:00",0,26.781,5.274,1,0
"Rio Triste","RT",2023-08-04,"04:30:00",0,26.781,5.27,1,0
"Rio Triste","RT",2023-08-04,"04:40:00",0,26.781,5.267,1,0
"Rio Triste","RT",2023-08-04,"04:50:00",0,26.781,5.264,1,0
"Rio Triste","RT",2023-08-04,"05:00:00",0,26.781,5.263,1,0
"Rio Triste","RT",2023-08-04,"05:10:00",0,26.683,5.274,1,0
"Rio Triste","RT",2023-08-04,"05:20:00",0,26.781,5.267,1,0
"Rio Triste","RT",2023-08-04,"05:30:00",0,26.683,5.267,1,0
"Rio Triste","RT",2023-08-04,"05:40:00",0,26.683,5.276,1,0
"Rio Triste","RT",2023-08-04,"05:50:00",0,26.683,5.286,1,0
"Rio Triste","RT",2023-08-04,"06:00:00",0,26.683,5.27,1,0
"Rio Triste","RT",2023-08-04,"06:10:00",0,26.683,5.268,1,0
"Rio Triste","RT",2023-08-04,"06:20:00",0,26.683,5.285,1,0
"Rio Triste","RT",2023-08-04,"06:30:00",0,26.683,5.286,1,0
"Rio Triste","RT",2023-08-04,"06:40:00",0,26.683,5.276,1,0
"Rio Triste","RT",2023-08-04,"06:50:00",0,26.683,5.283,1,0
"Rio Triste","RT",2023-08-04,"07:00:00",0,26.683,5.265,1,0
"Rio Triste","RT",2023-08-04,"07:10:00",0,26.683,5.268,1,0
"Rio Triste","RT",2023-08-04,"07:20:00",0.075597667,26.683,5.271,1,0
"Rio Triste","RT",2023-08-04,"07:30:00",0.150490755,26.683,5.275,1,0
"Rio Triste","RT",2023-08-04,"07:40:00",0.150490755,26.683,5.284,1,0
"Rio Triste","RT",2023-08-04,"07:50:00",0.150490755,26.683,5.276,1,0
"Rio Triste","RT",2023-08-04,"08:00:00",0.226079134,26.683,5.279,1,0
"Rio Triste","RT",2023-08-04,"08:10:00",0.376542111,26.683,5.278,1,0
"Rio Triste","RT",2023-08-04,"08:20:00",0.452116537,26.683,5.244,1,0
"Rio Triste","RT",2023-08-04,"08:30:00",0.602551736,26.683,5.267,1,0
"Rio Triste","RT",2023-08-04,"08:40:00",0.752968445,26.683,5.262,1,0
"Rio Triste","RT",2023-08-04,"08:50:00",0.904066147,26.781,5.241,1,0
"Rio Triste","RT",2023-08-04,"09:00:00",0.97890856,26.781,5.238,1,0
"Rio Triste","RT",2023-08-04,"09:10:00",1.129978355,26.781,5.224,1,0
"Rio Triste","RT",2023-08-04,"09:20:00",1.430663595,26.781,5.232,1,0
"Rio Triste","RT",2023-08-04,"09:30:00",4.587577529,26.781,5.219,1,0
"Rio Triste","RT",2023-08-04,"09:40:00",1.806765622,26.781,5.222,1,0
"Rio Triste","RT",2023-08-04,"09:50:00",1.882251704,26.879,5.217,1,0
"Rio Triste","RT",2023-08-04,"10:00:00",2.634061942,26.879,5.194,1,0
"Rio Triste","RT",2023-08-04,"10:10:00",1.95773312,26.879,5.212,1,0
"Rio Triste","RT",2023-08-04,"10:20:00",2.107983161,26.879,5.199,1,0
"Rio Triste","RT",2023-08-04,"10:30:00",2.258214712,26.977,5.198,1,0
"Rio Triste","RT",2023-08-04,"10:40:00",2.483876659,26.977,5.197,1,0
"Rio Triste","RT",2023-08-04,"10:50:00",3.386107133,26.977,5.178,1,0
"Rio Triste","RT",2023-08-04,"11:00:00",2.709496875,26.977,5.175,1,0
"Rio Triste","RT",2023-08-04,"11:10:00",2.85965438,26.977,5.171,1,0
"Rio Triste","RT",2023-08-04,"11:20:00",16.76143194,27.075,5.17,1,0
"Rio Triste","RT",2023-08-04,"11:30:00",2.935075359,27.075,5.166,1,0
"Rio Triste","RT",2023-08-04,"11:40:00",4.662891545,27.075,5.167,1,0
"Rio Triste","RT",2023-08-04,"11:50:00",3.160612112,27.075,5.16,1,0
"Rio Triste","RT",2023-08-04,"12:00:00",3.386107133,27.173,5.163,1,0
"Rio Triste","RT",2023-08-04,"12:10:00",3.310714061,27.173,5.172,1,0
"Rio Triste","RT",2023-08-04,"12:20:00",3.46079752,27.173,5.156,1,0
"Rio Triste","RT",2023-08-04,"12:30:00",3.611560422,27.173,5.146,1,0
"Rio Triste","RT",2023-08-04,"12:40:00",3.686236985,27.173,5.151,1,0
"Rio Triste","RT",2023-08-04,"12:50:00",4.662891545,27.173,5.155,1,0
"Rio Triste","RT",2023-08-04,"13:00:00",11.99608054,27.272,5.148,1,0
"Rio Triste","RT",2023-08-04,"13:10:00",5.263144755,27.272,5.132,1,0
"Rio Triste","RT",2023-08-04,"13:20:00",4.737503608,27.272,5.144,1,0
"Rio Triste","RT",2023-08-04,"13:30:00",6.012870136,27.272,5.154,1,0
"Rio Triste","RT",2023-08-04,"13:40:00",7.36204372,27.272,5.152,1,0
"Rio Triste","RT",2023-08-04,"13:50:00",3.83697198,27.272,5.157,1,0
"Rio Triste","RT",2023-08-04,"14:00:00",3.686236985,27.272,5.142,1,0
"Rio Triste","RT",2023-08-04,"14:10:00",6.46276159,27.272,5.14,1,0
"Rio Triste","RT",2023-08-04,"14:20:00",3.536181304,27.272,5.141,1,0
"Rio Triste","RT",2023-08-04,"14:30:00",3.686236985,27.272,5.141,1,0
"Rio Triste","RT",2023-08-04,"14:40:00",4.587577529,27.272,5.14,1,0
"Rio Triste","RT",2023-08-04,"14:50:00",3.686236985,27.272,5.145,1,0
"Rio Triste","RT",2023-08-04,"15:00:00",4.812808336,27.272,5.133,1,0
"Rio Triste","RT",2023-08-04,"15:10:00",11.99608054,27.272,5.122,1,0
"Rio Triste","RT",2023-08-04,"15:20:00",13.1897174,27.272,5.134,1,0
"Rio Triste","RT",2023-08-04,"15:30:00",3.536181304,27.272,5.12,1,0
"Rio Triste","RT",2023-08-04,"15:40:00",3.236014472,27.173,5.122,1,0
"Rio Triste","RT",2023-08-04,"15:50:00",2.483876659,27.272,5.13,1,0
"Rio Triste","RT",2023-08-04,"16:00:00",2.183450623,27.173,5.124,1,0
"Rio Triste","RT",2023-08-04,"16:10:00",2.032511033,27.173,5.118,1,0
"Rio Triste","RT",2023-08-04,"16:20:00",6.313048447,27.173,5.114,1,0
"Rio Triste","RT",2023-08-04,"16:30:00",1.806765622,27.173,5.114,1,0
"Rio Triste","RT",2023-08-04,"16:40:00",1.506172918,27.173,5.109,1,0
"Rio Triste","RT",2023-08-04,"16:50:00",1.28033022,27.173,5.113,1,0
"Rio Triste","RT",2023-08-04,"17:00:00",1.129978355,27.173,5.111,1,0
"Rio Triste","RT",2023-08-04,"17:10:00",1.05444579,27.173,5.103,1,0
"Rio Triste","RT",2023-08-04,"17:20:00",0.904066147,27.173,5.11,1,0
"Rio Triste","RT",2023-08-04,"17:30:00",0.752968445,27.173,5.112,1,0
"Rio Triste","RT",2023-08-04,"17:40:00",0.602551736,27.173,5.105,1,0
"Rio Triste","RT",2023-08-04,"17:50:00",0.452116537,27.173,5.097,1,0
"Rio Triste","RT",2023-08-04,"18:00:00",0.301662848,27.173,5.109,1,0
"Rio Triste","RT",2023-08-04,"18:10:00",0.226079134,27.173,5.108,1,0
"Rio Triste","RT",2023-08-04,"18:20:00",0.075597667,27.173,5.112,1,0
"Rio Triste","RT",2023-08-04,"18:30:00",0,27.075,5.11,1,0
"Rio Triste","RT",2023-08-04,"18:40:00",0,27.075,5.11,1,0
"Rio Triste","RT",2023-08-04,"18:50:00",0,27.075,5.107,1,0
"Rio Triste","RT",2023-08-04,"19:00:00",0,27.075,5.106,1,0
"Rio Triste","RT",2023-08-04,"19:10:00",0,27.075,5.119,1,0
"Rio Triste","RT",2023-08-04,"19:20:00",0,27.075,5.126,1,0
"Rio Triste","RT",2023-08-04,"19:30:00",0,27.075,5.123,1,0
"Rio Triste","RT",2023-08-04,"19:40:00",0,27.075,5.12,1,0
"Rio Triste","RT",2023-08-04,"19:50:00",0,27.075,5.121,1,0
"Rio Triste","RT",2023-08-04,"20:00:00",0,27.075,5.124,1,0
"Rio Triste","RT",2023-08-04,"20:10:00",0,27.075,5.119,1,0
"Rio Triste","RT",2023-08-04,"20:20:00",0,27.075,5.131,1,0
"Rio Triste","RT",2023-08-04,"20:30:00",0,27.075,5.134,1,0
"Rio Triste","RT",2023-08-04,"20:40:00",0,27.075,5.142,1,0
"Rio Triste","RT",2023-08-04,"20:50:00",0,26.977,5.15,1,0
"Rio Triste","RT",2023-08-04,"21:00:00",0,26.977,5.17,1,0
"Rio Triste","RT",2023-08-04,"21:10:00",0,26.977,5.168,1,0
"Rio Triste","RT",2023-08-04,"21:20:00",0,26.977,5.166,1,0
"Rio Triste","RT",2023-08-04,"21:30:00",0,26.977,5.179,1,0
"Rio Triste","RT",2023-08-04,"21:40:00",0,26.977,5.174,1,0
"Rio Triste","RT",2023-08-04,"21:50:00",0,26.977,5.186,1,0
"Rio Triste","RT",2023-08-04,"22:00:00",0,26.977,5.198,1,0
"Rio Triste","RT",2023-08-04,"22:10:00",0,26.879,5.189,1,0
"Rio Triste","RT",2023-08-04,"22:20:00",0,26.977,5.193,1,0
"Rio Triste","RT",2023-08-04,"22:30:00",0,26.977,5.191,1,0
"Rio Triste","RT",2023-08-04,"22:40:00",0,26.977,5.192,1,0
"Rio Triste","RT",2023-08-04,"22:50:00",0,26.879,5.194,1,0
"Rio Triste","RT",2023-08-04,"23:00:00",0,26.879,5.2,1,0
"Rio Triste","RT",2023-08-04,"23:10:00",0,26.879,5.198,1,0
"Rio Triste","RT",2023-08-04,"23:20:00",0,26.879,5.208,1,0
"Rio Triste","RT",2023-08-04,"23:30:00",0,26.879,5.209,1,0
"Rio Triste","RT",2023-08-04,"23:40:00",0,26.879,5.213,1,0
"Rio Triste","RT",2023-08-04,"23:50:00",0,26.879,5.21,1,0
"Rio Triste","RT",2023-08-05,"00:00:00",0,26.879,5.218,1,0
"Rio Triste","RT",2023-08-05,"00:10:00",0,26.879,5.165,1,0
"Rio Triste","RT",2023-08-05,"00:20:00",0,26.879,5.2,1,0
"Rio Triste","RT",2023-08-05,"00:30:00",0,26.879,5.19,1,0
"Rio Triste","RT",2023-08-05,"00:40:00",0,26.879,5.204,1,0
"Rio Triste","RT",2023-08-05,"00:50:00",0,26.879,5.203,1,0
"Rio Triste","RT",2023-08-05,"01:00:00",0,26.879,5.204,1,0
"Rio Triste","RT",2023-08-05,"01:10:00",0,26.879,5.21,1,0
"Rio Triste","RT",2023-08-05,"01:20:00",0,26.879,5.205,1,0
"Rio Triste","RT",2023-08-05,"01:30:00",0,26.879,5.199,1,0
"Rio Triste","RT",2023-08-05,"01:40:00",0,26.879,5.219,1,0
"Rio Triste","RT",2023-08-05,"01:50:00",0,26.879,5.207,1,0
"Rio Triste","RT",2023-08-05,"02:00:00",0,26.879,5.211,1,0
"Rio Triste","RT",2023-08-05,"02:10:00",0,26.879,5.21,1,0
"Rio Triste","RT",2023-08-05,"02:20:00",0,26.879,5.205,1,0
"Rio Triste","RT",2023-08-05,"02:30:00",0,26.879,5.197,1,0
"Rio Triste","RT",2023-08-05,"02:40:00",0,26.879,5.209,1,0
"Rio Triste","RT",2023-08-05,"02:50:00",0,26.879,5.209,1,0
"Rio Triste","RT",2023-08-05,"03:00:00",0,26.879,5.209,1,0
"Rio Triste","RT",2023-08-05,"03:10:00",0,26.879,5.214,1,0
"Rio Triste","RT",2023-08-05,"03:20:00",0,26.879,5.217,1,0
"Rio Triste","RT",2023-08-05,"03:30:00",0,26.879,5.209,1,0
"Rio Triste","RT",2023-08-05,"03:40:00",0,26.879,5.221,1,0
"Rio Triste","RT",2023-08-05,"03:50:00",0,26.879,5.23,1,0
"Rio Triste","RT",2023-08-05,"04:00:00",0,26.781,5.234,1,0
"Rio Triste","RT",2023-08-05,"04:10:00",0,26.781,5.228,1,0
"Rio Triste","RT",2023-08-05,"04:20:00",0,26.781,5.235,1,0
"Rio Triste","RT",2023-08-05,"04:30:00",0,26.781,5.239,1,0
"Rio Triste","RT",2023-08-05,"04:40:00",0,26.781,5.242,1,0
"Rio Triste","RT",2023-08-05,"04:50:00",0,26.781,5.251,1,0
"Rio Triste","RT",2023-08-05,"05:00:00",0,26.781,5.241,1,0
"Rio Triste","RT",2023-08-05,"05:10:00",0,26.781,5.241,1,0
"Rio Triste","RT",2023-08-05,"05:20:00",0,26.781,5.252,1,0
"Rio Triste","RT",2023-08-05,"05:30:00",0,26.781,5.254,1,0
"Rio Triste","RT",2023-08-05,"05:40:00",0,26.781,5.249,1,0
"Rio Triste","RT",2023-08-05,"05:50:00",0,26.781,5.261,1,0
"Rio Triste","RT",2023-08-05,"06:00:00",0,26.781,5.262,1,0
"Rio Triste","RT",2023-08-05,"06:10:00",0,26.781,5.261,1,0
"Rio Triste","RT",2023-08-05,"06:20:00",0,26.781,5.263,1,0
"Rio Triste","RT",2023-08-05,"06:30:00",0,26.781,5.27,1,0
"Rio Triste","RT",2023-08-05,"06:40:00",0,26.781,5.274,1,0
"Rio Triste","RT",2023-08-05,"06:50:00",0,26.781,5.268,1,0
"Rio Triste","RT",2023-08-05,"07:00:00",0,26.781,5.275,1,0
"Rio Triste","RT",2023-08-05,"07:10:00",0,26.781,5.276,1,0
"Rio Triste","RT",2023-08-05,"07:20:00",0.075597667,26.781,5.274,1,0
"Rio Triste","RT",2023-08-05,"07:30:00",0.150490755,26.781,5.274,1,0
"Rio Triste","RT",2023-08-05,"07:40:00",0.226079134,26.781,5.273,1,0
"Rio Triste","RT",2023-08-05,"07:50:00",0.301662848,26.781,5.281,1,0
"Rio Triste","RT",2023-08-05,"08:00:00",0.452116537,26.781,5.291,1,0
"Rio Triste","RT",2023-08-05,"08:10:00",0.678112208,26.781,5.285,1,0
"Rio Triste","RT",2023-08-05,"08:20:00",0.97890856,26.781,5.28,1,0
"Rio Triste","RT",2023-08-05,"08:30:00",0.828519629,26.781,5.274,1,0
"Rio Triste","RT",2023-08-05,"08:40:00",1.05444579,26.781,5.276,1,0
"Rio Triste","RT",2023-08-05,"08:50:00",0.97890856,26.781,5.267,1,0
"Rio Triste","RT",2023-08-05,"09:00:00",1.506172918,26.781,5.267,1,0
"Rio Triste","RT",2023-08-05,"09:10:00",1.129978355,26.781,5.253,1,0
"Rio Triste","RT",2023-08-05,"09:20:00",1.731973885,26.781,5.248,1,0
"Rio Triste","RT",2023-08-05,"09:30:00",3.911634718,26.879,5.243,1,0
"Rio Triste","RT",2023-08-05,"09:40:00",1.882251704,26.879,5.237,1,0
"Rio Triste","RT",2023-08-05,"09:50:00",1.806765622,26.879,5.239,1,0
"Rio Triste","RT",2023-08-05,"10:00:00",2.107983161,26.879,5.226,1,0
"Rio Triste","RT",2023-08-05,"10:10:00",2.032511033,26.879,5.232,1,0
"Rio Triste","RT",2023-08-05,"10:20:00",2.107983161,26.977,5.215,1,0
"Rio Triste","RT",2023-08-05,"10:30:00",2.258214712,26.977,5.219,1,0
"Rio Triste","RT",2023-08-05,"10:40:00",2.55932088,26.977,5.209,1,0
"Rio Triste","RT",2023-08-05,"10:50:00",2.784927142,26.977,5.209,1,0
"Rio Triste","RT",2023-08-05,"11:00:00",2.709496875,27.075,5.203,1,0
"Rio Triste","RT",2023-08-05,"11:10:00",2.935075359,27.075,5.202,1,0
"Rio Triste","RT",2023-08-05,"11:20:00",3.46079752,27.075,5.202,1,0
"Rio Triste","RT",2023-08-05,"11:30:00",3.010491673,27.075,5.191,1,0
"Rio Triste","RT",2023-08-05,"11:40:00",3.160612112,27.075,5.192,1,0
"Rio Triste","RT",2023-08-05,"11:50:00",3.310714061,27.173,5.187,1,0
"Rio Triste","RT",2023-08-05,"12:00:00",4.286972355,27.173,5.179,1,0
"Rio Triste","RT",2023-08-05,"12:10:00",3.386107133,27.173,5.172,1,0
"Rio Triste","RT",2023-08-05,"12:20:00",2.709496875,27.173,5.171,1,0
"Rio Triste","RT",2023-08-05,"12:30:00",4.062341806,27.173,5.165,1,0
"Rio Triste","RT",2023-08-05,"12:40:00",4.512258847,27.173,5.166,1,0
