"stream_name","stream_abreviation","Date","Time","I","tempC","DO.meas","atmo.pressure","salinity"
"Córrego Santa Rosa","SR",2023-10-09,"05:54:30",0,25.84,5.972,1,0
"Córrego Santa Rosa","SR",2023-10-09,"06:04:30",0,25.84,6.069,1,0
"Córrego Santa Rosa","SR",2023-10-09,"06:14:30",0,25.84,6.067,1,0
"Córrego Santa Rosa","SR",2023-10-09,"06:24:30",0.030169628,25.84,6.082,1,0
"Córrego Santa Rosa","SR",2023-10-09,"06:34:30",0.482135083,25.84,6.033,1,0
"Córrego Santa Rosa","SR",2023-10-09,"06:44:30",1.077036111,25.84,6.043,1,0
"Córrego Santa Rosa","SR",2023-10-09,"06:54:30",1.558677114,25.84,5.994,1,0
"Córrego Santa Rosa","SR",2023-10-09,"07:04:30",2.641815192,25.84,6.039,1,0
"Córrego Santa Rosa","SR",2023-10-09,"07:14:30",3.010421845,25.84,6.093,1,0
"Córrego Santa Rosa","SR",2023-10-09,"07:24:30",2.972644439,25.836,6.032,1,0
"Córrego Santa Rosa","SR",2023-10-09,"07:34:30",3.333332472,25.83,6.117,1,0
"Córrego Santa Rosa","SR",2023-10-09,"07:44:30",3.986990595,25.824,5.965,1,0
"Córrego Santa Rosa","SR",2023-10-09,"07:54:30",5.127782531,25.82,5.939,1,0
"Córrego Santa Rosa","SR",2023-10-09,"08:04:30",5.607964462,25.82,6.082,1,0
"Córrego Santa Rosa","SR",2023-10-09,"08:14:30",8.439814292,25.82,6.116,1,0
"Córrego Santa Rosa","SR",2023-10-09,"08:24:30",11.39916354,25.82,6.088,1,0
"Córrego Santa Rosa","SR",2023-10-09,"08:34:30",11.87672086,25.82,6.135,1,0
"Córrego Santa Rosa","SR",2023-10-09,"08:44:30",13.24912573,25.838,6.193,1,0
"Córrego Santa Rosa","SR",2023-10-09,"08:54:30",14.32191531,25.84,6.254,1,0
"Córrego Santa Rosa","SR",2023-10-09,"09:04:30",15.8100185,25.856,6.198,1,0
"Córrego Santa Rosa","SR",2023-10-09,"09:14:30",16.70199084,25.86,6.213,1,0
"Córrego Santa Rosa","SR",2023-10-09,"09:24:30",22.33675471,25.872,6.191,1,0
"Córrego Santa Rosa","SR",2023-10-09,"09:34:30",21.50793752,25.884,6.219,1,0
"Córrego Santa Rosa","SR",2023-10-09,"09:44:30",20.56018268,25.9,6.181,1,0
"Córrego Santa Rosa","SR",2023-10-09,"09:54:30",24.11038231,25.92,6.093,1,0
"Córrego Santa Rosa","SR",2023-10-09,"10:04:30",25.88134074,25.93,6.144,1,0
"Córrego Santa Rosa","SR",2023-10-09,"10:14:30",24.93716631,25.954,6.041,1,0
"Córrego Santa Rosa","SR",2023-10-09,"10:24:30",26.70701604,25.974,6.136,1,0
"Córrego Santa Rosa","SR",2023-10-09,"10:34:30",33.29073617,25.99,6.074,1,0
"Córrego Santa Rosa","SR",2023-10-09,"10:44:30",35.28200732,26.018,6.197,1,0
"Córrego Santa Rosa","SR",2023-10-09,"10:54:30",38.55409809,26.058,6.118,1,0
"Córrego Santa Rosa","SR",2023-10-09,"11:04:30",35.86701077,26.09,5.943,1,0
"Córrego Santa Rosa","SR",2023-10-09,"11:14:30",50.28049079,26.124,6.169,1,0
"Córrego Santa Rosa","SR",2023-10-09,"11:24:30",49.81818166,26.162,6.025,1,0
"Córrego Santa Rosa","SR",2023-10-09,"11:34:30",69.17680347,26.218,5.937,1,0
"Córrego Santa Rosa","SR",2023-10-09,"11:44:30",45.41878939,26.258,5.994,1,0
"Córrego Santa Rosa","SR",2023-10-09,"11:54:30",49.12483166,26.27,6.163,1,0
"Córrego Santa Rosa","SR",2023-10-09,"12:04:30",46.809752,26.306,6.103,1,0
"Córrego Santa Rosa","SR",2023-10-09,"12:14:30",37.1528251,26.348,6.131,1,0
"Córrego Santa Rosa","SR",2023-10-09,"12:24:30",34.22824006,26.376,6.105,1,0
"Córrego Santa Rosa","SR",2023-10-09,"12:34:30",30.35615942,26.376,6.058,1,0
"Córrego Santa Rosa","SR",2023-10-09,"12:44:30",32.82183567,26.36,5.784,1,0
"Córrego Santa Rosa","SR",2023-10-09,"12:54:30",34.57969325,26.348,5.992,1,0
"Córrego Santa Rosa","SR",2023-10-09,"13:04:30",35.04781414,26.36,6.117,1,0
"Córrego Santa Rosa","SR",2023-10-09,"13:14:30",34.81370942,26.364,5.576,1,0
"Córrego Santa Rosa","SR",2023-10-09,"13:24:30",35.39901815,26.378,5.939,1,0
"Córrego Santa Rosa","SR",2023-10-09,"13:34:30",31.17861019,26.396,6.012,1,0
"Córrego Santa Rosa","SR",2023-10-09,"13:44:30",33.05634368,26.4,5.817,1,0
"Córrego Santa Rosa","SR",2023-10-09,"13:54:30",36.21796554,26.4,5.641,1,0
"Córrego Santa Rosa","SR",2023-10-09,"14:04:30",34.57955726,26.4,5.737,1,0
"Córrego Santa Rosa","SR",2023-10-09,"14:14:30",37.26964615,26.398,5.026,1,0
"Córrego Santa Rosa","SR",2023-10-09,"14:24:30",64.9675115,26.408,4.61,1,0
"Córrego Santa Rosa","SR",2023-10-09,"14:34:30",47.9679188,26.428,4.731,1,0
"Córrego Santa Rosa","SR",2023-10-09,"14:44:30",37.03592434,26.452,5.311,1,0
"Córrego Santa Rosa","SR",2023-10-09,"14:54:30",38.43754307,26.46,4.411,1,0
"Córrego Santa Rosa","SR",2023-10-09,"15:04:30",56.385415,26.472,3.815,1,0
"Córrego Santa Rosa","SR",2023-10-09,"15:14:30",35.51594917,26.472,5.499,1,0
"Córrego Santa Rosa","SR",2023-10-09,"15:24:30",36.45171763,26.48,5.118,1,0
"Córrego Santa Rosa","SR",2023-10-09,"15:34:30",21.74458572,26.46,5.294,1,0
"Córrego Santa Rosa","SR",2023-10-09,"15:44:30",25.17326396,26.46,5.173,1,0
"Córrego Santa Rosa","SR",2023-10-09,"15:54:30",23.04647112,26.45,5.508,1,0
"Córrego Santa Rosa","SR",2023-10-09,"16:04:30",18.06886863,26.438,5.667,1,0
"Córrego Santa Rosa","SR",2023-10-09,"16:14:30",14.97690904,26.42,5.727,1,0
"Córrego Santa Rosa","SR",2023-10-09,"16:24:30",13.13002913,26.404,5.524,1,0
"Córrego Santa Rosa","SR",2023-10-09,"16:34:30",11.81703658,26.39,5.501,1,0
"Córrego Santa Rosa","SR",2023-10-09,"16:44:30",12.8911771,26.368,5.692,1,0
"Córrego Santa Rosa","SR",2023-10-09,"16:54:30",10.62272812,26.36,5.806,1,0
"Córrego Santa Rosa","SR",2023-10-09,"17:04:30",7.444212596,26.342,5.645,1,0
"Córrego Santa Rosa","SR",2023-10-09,"17:14:30",9.98770856,26.328,5.584,1,0
"Córrego Santa Rosa","SR",2023-10-09,"17:24:30",11.24257106,26.31,4.717,1,0
"Córrego Santa Rosa","SR",2023-10-09,"17:34:30",8.282767324,26.298,5.353,1,0
"Córrego Santa Rosa","SR",2023-10-09,"17:44:30",6.035438327,26.276,5.321,1,0
"Córrego Santa Rosa","SR",2023-10-09,"17:54:30",3.273085588,26.26,5.496,1,0
"Córrego Santa Rosa","SR",2023-10-09,"18:04:30",2.371190631,26.246,5.768,1,0
"Córrego Santa Rosa","SR",2023-10-09,"18:14:30",2.33339342,26.238,5.576,1,0
"Córrego Santa Rosa","SR",2023-10-09,"18:24:30",1.400668319,26.22,5.435,1,0
"Córrego Santa Rosa","SR",2023-10-09,"18:34:30",0.512222864,26.208,5.502,1,0
"Córrego Santa Rosa","SR",2023-10-09,"18:44:30",0.105625446,26.192,5.302,1,0
"Córrego Santa Rosa","SR",2023-10-09,"18:54:30",0.015119907,26.18,5.111,1,0
"Córrego Santa Rosa","SR",2023-10-09,"19:04:30",0,26.168,5.037,1,0
"Córrego Santa Rosa","SR",2023-10-09,"19:14:30",0,26.154,5.356,1,0
"Córrego Santa Rosa","SR",2023-10-09,"19:24:30",0,26.14,5.213,1,0
"Córrego Santa Rosa","SR",2023-10-09,"19:34:30",0,26.122,5.309,1,0
"Córrego Santa Rosa","SR",2023-10-09,"19:44:30",0,26.106,4.658,1,0
"Córrego Santa Rosa","SR",2023-10-09,"19:54:30",0,26.094,5.097,1,0
"Córrego Santa Rosa","SR",2023-10-09,"20:04:30",0,26.08,5.377,1,0
"Córrego Santa Rosa","SR",2023-10-09,"20:14:30",0,26.08,5.232,1,0
"Córrego Santa Rosa","SR",2023-10-09,"20:24:30",0,26.06,4.913,1,0
"Córrego Santa Rosa","SR",2023-10-09,"20:34:30",0,26.06,5.017,1,0
"Córrego Santa Rosa","SR",2023-10-09,"20:44:30",0,26.06,4.987,1,0
"Córrego Santa Rosa","SR",2023-10-09,"20:54:30",0,26.048,5.156,1,0
"Córrego Santa Rosa","SR",2023-10-09,"21:04:30",0,26.04,5.714,1,0
"Córrego Santa Rosa","SR",2023-10-09,"21:14:30",0,26.028,5.985,1,0
"Córrego Santa Rosa","SR",2023-10-09,"21:24:30",0,26.02,5.948,1,0
"Córrego Santa Rosa","SR",2023-10-09,"21:34:30",0,26.02,5.825,1,0
"Córrego Santa Rosa","SR",2023-10-09,"21:44:30",0,26.02,5.648,1,0
"Córrego Santa Rosa","SR",2023-10-09,"21:54:30",0,26.018,5.365,1,0
"Córrego Santa Rosa","SR",2023-10-09,"22:04:30",0,26.006,5.354,1,0
"Córrego Santa Rosa","SR",2023-10-09,"22:14:30",0,26,5.197,1,0
"Córrego Santa Rosa","SR",2023-10-09,"22:24:30",0,25.998,5.286,1,0
"Córrego Santa Rosa","SR",2023-10-09,"22:34:30",0,25.984,5.564,1,0
"Córrego Santa Rosa","SR",2023-10-09,"22:44:30",0,25.98,5.361,1,0
"Córrego Santa Rosa","SR",2023-10-09,"22:54:30",0,25.98,5.514,1,0
"Córrego Santa Rosa","SR",2023-10-09,"23:04:30",0,25.976,5.758,1,0
"Córrego Santa Rosa","SR",2023-10-09,"23:14:30",0,25.96,5.8,1,0
"Córrego Santa Rosa","SR",2023-10-09,"23:24:30",0,25.96,5.679,1,0
"Córrego Santa Rosa","SR",2023-10-09,"23:34:30",0,25.958,5.619,1,0
"Córrego Santa Rosa","SR",2023-10-09,"23:44:30",0,25.954,5.71,1,0
"Córrego Santa Rosa","SR",2023-10-09,"23:54:30",0,25.94,5.822,1,0
"Córrego Santa Rosa","SR",2023-10-10,"00:04:30",0,25.94,5.907,1,0
"Córrego Santa Rosa","SR",2023-10-10,"00:14:30",0,25.94,5.695,1,0
"Córrego Santa Rosa","SR",2023-10-10,"00:24:30",0,25.94,5.563,1,0
"Córrego Santa Rosa","SR",2023-10-10,"00:34:30",0,25.94,5.876,1,0
"Córrego Santa Rosa","SR",2023-10-10,"00:44:30",0,25.94,5.909,1,0
"Córrego Santa Rosa","SR",2023-10-10,"00:54:30",0,25.94,5.823,1,0
"Córrego Santa Rosa","SR",2023-10-10,"01:04:30",0,25.924,5.857,1,0
"Córrego Santa Rosa","SR",2023-10-10,"01:14:30",0,25.92,5.891,1,0
"Córrego Santa Rosa","SR",2023-10-10,"01:24:30",0,25.92,5.89,1,0
"Córrego Santa Rosa","SR",2023-10-10,"01:34:30",0,25.9,5.864,1,0
"Córrego Santa Rosa","SR",2023-10-10,"01:44:30",0,25.9,5.817,1,0
"Córrego Santa Rosa","SR",2023-10-10,"01:54:30",0,25.9,5.716,1,0
"Córrego Santa Rosa","SR",2023-10-10,"02:04:30",0,25.9,5.874,1,0
"Córrego Santa Rosa","SR",2023-10-10,"02:14:30",0,25.9,5.915,1,0
"Córrego Santa Rosa","SR",2023-10-10,"02:24:30",0,25.9,5.67,1,0
"Córrego Santa Rosa","SR",2023-10-10,"02:34:30",0,25.894,5.612,1,0
"Córrego Santa Rosa","SR",2023-10-10,"02:44:30",0,25.88,5.593,1,0
"Córrego Santa Rosa","SR",2023-10-10,"02:54:30",0,25.88,5.647,1,0
"Córrego Santa Rosa","SR",2023-10-10,"03:04:30",0,25.86,5.749,1,0
"Córrego Santa Rosa","SR",2023-10-10,"03:14:30",0,25.848,5.714,1,0
"Córrego Santa Rosa","SR",2023-10-10,"03:24:30",0,25.82,5.581,1,0
"Córrego Santa Rosa","SR",2023-10-10,"03:34:30",0,25.796,5.742,1,0
"Córrego Santa Rosa","SR",2023-10-10,"03:44:30",0,25.78,5.775,1,0
"Córrego Santa Rosa","SR",2023-10-10,"03:54:30",0,25.778,5.616,1,0
"Córrego Santa Rosa","SR",2023-10-10,"04:04:30",0,25.762,5.577,1,0
"Córrego Santa Rosa","SR",2023-10-10,"04:14:30",0,25.77,5.591,1,0
"Córrego Santa Rosa","SR",2023-10-10,"04:24:30",0,25.778,5.657,1,0
"Córrego Santa Rosa","SR",2023-10-10,"04:34:30",0,25.78,5.566,1,0
"Córrego Santa Rosa","SR",2023-10-10,"04:44:30",0,25.782,5.575,1,0
"Córrego Santa Rosa","SR",2023-10-10,"04:54:30",0,25.784,5.58,1,0
"Córrego Santa Rosa","SR",2023-10-10,"05:04:30",0,25.78,5.588,1,0
"Córrego Santa Rosa","SR",2023-10-10,"05:14:30",0,25.78,5.546,1,0
"Córrego Santa Rosa","SR",2023-10-10,"05:24:30",0,25.78,5.486,1,0
"Córrego Santa Rosa","SR",2023-10-10,"05:34:30",0,25.78,5.404,1,0
"Córrego Santa Rosa","SR",2023-10-10,"05:44:30",0,25.78,5.516,1,0
"Córrego Santa Rosa","SR",2023-10-10,"05:54:30",0,25.78,5.711,1,0
"Córrego Santa Rosa","SR",2023-10-10,"06:04:30",0,25.76,5.708,1,0
"Córrego Santa Rosa","SR",2023-10-10,"06:14:30",0,25.75,5.757,1,0
"Córrego Santa Rosa","SR",2023-10-10,"06:24:30",0.19598432,25.74,5.61,1,0
"Córrego Santa Rosa","SR",2023-10-10,"06:34:30",1.099556078,25.734,5.466,1,0
"Córrego Santa Rosa","SR",2023-10-10,"06:44:30",2.747212592,25.72,5.479,1,0
"Córrego Santa Rosa","SR",2023-10-10,"06:54:30",4.039457858,25.702,5.181,1,0
"Córrego Santa Rosa","SR",2023-10-10,"07:04:30",5.495497656,25.7,5.629,1,0
"Córrego Santa Rosa","SR",2023-10-10,"07:14:30",6.537680853,25.7,5.702,1,0
"Córrego Santa Rosa","SR",2023-10-10,"07:24:30",8.07320054,25.7,5.667,1,0
"Córrego Santa Rosa","SR",2023-10-10,"07:34:30",10.38372409,25.7,5.7,1,0
"Córrego Santa Rosa","SR",2023-10-10,"07:44:30",11.39916354,25.706,5.638,1,0
"Córrego Santa Rosa","SR",2023-10-10,"07:54:30",12.11549767,25.72,5.593,1,0
"Córrego Santa Rosa","SR",2023-10-10,"08:04:30",12.83154324,25.738,5.59,1,0
"Córrego Santa Rosa","SR",2023-10-10,"08:14:30",11.45886858,25.74,5.634,1,0
"Córrego Santa Rosa","SR",2023-10-10,"08:24:30",10.38372409,25.74,5.724,1,0
"Córrego Santa Rosa","SR",2023-10-10,"08:34:30",11.75748797,25.74,5.703,1,0
"Córrego Santa Rosa","SR",2023-10-10,"08:44:30",16.16709471,25.74,5.755,1,0
"Córrego Santa Rosa","SR",2023-10-10,"08:54:30",22.80987774,25.74,5.797,1,0
"Córrego Santa Rosa","SR",2023-10-10,"09:04:30",26.23525322,25.754,5.794,1,0
"Córrego Santa Rosa","SR",2023-10-10,"09:14:30",30.82612452,25.78,5.79,1,0
"Córrego Santa Rosa","SR",2023-10-10,"09:24:30",33.40794867,25.812,5.805,1,0
"Córrego Santa Rosa","SR",2023-10-10,"09:34:30",34.11124665,25.846,5.705,1,0
"Córrego Santa Rosa","SR",2023-10-10,"09:44:30",33.40822092,25.872,5.831,1,0
"Córrego Santa Rosa","SR",2023-10-10,"09:54:30",34.4625994,25.902,5.821,1,0
"Córrego Santa Rosa","SR",2023-10-10,"10:04:30",35.86694285,25.928,5.774,1,0
"Córrego Santa Rosa","SR",2023-10-10,"10:14:30",36.80222294,25.956,5.733,1,0
"Córrego Santa Rosa","SR",2023-10-10,"10:24:30",44.25821431,25.976,5.733,1,0
"Córrego Santa Rosa","SR",2023-10-10,"10:34:30",61.99993517,26.002,5.733,1,0
"Córrego Santa Rosa","SR",2023-10-10,"10:44:30",96.19665945,26.044,5.739,1,0
"Córrego Santa Rosa","SR",2023-10-10,"10:54:30",129.7248271,26.152,5.8,1,0
"Córrego Santa Rosa","SR",2023-10-10,"11:04:30",97.08164132,26.21,5.439,1,0
"Córrego Santa Rosa","SR",2023-10-10,"11:14:30",119.8277348,26.288,5.756,1,0
"Córrego Santa Rosa","SR",2023-10-10,"11:24:30",108.0812621,26.362,5.766,1,0
"Córrego Santa Rosa","SR",2023-10-10,"11:34:30",194.202269,26.466,5.726,1,0
"Córrego Santa Rosa","SR",2023-10-10,"11:44:30",120.4762311,26.484,5.515,1,0
"Córrego Santa Rosa","SR",2023-10-10,"11:54:30",93.09285813,26.47,5.717,1,0
"Córrego Santa Rosa","SR",2023-10-10,"12:04:30",79.23535589,26.49,5.645,1,0
"Córrego Santa Rosa","SR",2023-10-10,"12:14:30",72.23822647,26.532,5.344,1,0
"Córrego Santa Rosa","SR",2023-10-10,"12:24:30",59.4826498,26.524,4.983,1,0
"Córrego Santa Rosa","SR",2023-10-10,"12:34:30",79.01038552,26.462,4.604,1,0
"Córrego Santa Rosa","SR",2023-10-10,"12:44:30",69.29039258,26.41,5.178,1,0
"Córrego Santa Rosa","SR",2023-10-10,"12:54:30",99.73248058,26.4,5.099,1,0
"Córrego Santa Rosa","SR",2023-10-10,"13:04:30",67.47233422,26.416,5.236,1,0
"Córrego Santa Rosa","SR",2023-10-10,"13:14:30",77.20858733,26.452,5.358,1,0
"Córrego Santa Rosa","SR",2023-10-10,"13:24:30",81.9316906,26.494,5.451,1,0
"Córrego Santa Rosa","SR",2023-10-10,"13:34:30",83.2772952,26.52,5.397,1,0
"Córrego Santa Rosa","SR",2023-10-10,"13:44:30",88.64256388,26.528,5.755,1,0
"Córrego Santa Rosa","SR",2023-10-10,"13:54:30",89.0883764,26.544,5.802,1,0
"Córrego Santa Rosa","SR",2023-10-10,"14:04:30",91.53727576,26.542,5.553,1,0
"Córrego Santa Rosa","SR",2023-10-10,"14:14:30",87.75030471,26.54,5.728,1,0
"Córrego Santa Rosa","SR",2023-10-10,"14:24:30",81.03360649,26.54,5.775,1,0
"Córrego Santa Rosa","SR",2023-10-10,"14:34:30",66.78974624,26.524,5.36,1,0
"Córrego Santa Rosa","SR",2023-10-10,"14:44:30",86.63360501,26.506,5.062,1,0
"Córrego Santa Rosa","SR",2023-10-10,"14:54:30",88.19649682,26.494,5.462,1,0
"Córrego Santa Rosa","SR",2023-10-10,"15:04:30",213.5014628,26.476,5.753,1,0
"Córrego Santa Rosa","SR",2023-10-10,"15:14:30",104.7938714,26.46,5.644,1,0
"Córrego Santa Rosa","SR",2023-10-10,"15:24:30",87.08053106,26.46,5.913,1,0
"Córrego Santa Rosa","SR",2023-10-10,"15:34:30",51.20406998,26.46,5.864,1,0
"Córrego Santa Rosa","SR",2023-10-10,"15:44:30",41.70066492,26.442,5.825,1,0
"Córrego Santa Rosa","SR",2023-10-10,"15:54:30",36.45158186,26.426,5.84,1,0
"Córrego Santa Rosa","SR",2023-10-10,"16:04:30",35.16498462,26.404,5.938,1,0
"Córrego Santa Rosa","SR",2023-10-10,"16:14:30",29.65085594,26.378,5.947,1,0
"Córrego Santa Rosa","SR",2023-10-10,"16:24:30",28.59210009,26.36,5.924,1,0
"Córrego Santa Rosa","SR",2023-10-10,"16:34:30",28.59210009,26.348,5.922,1,0
"Córrego Santa Rosa","SR",2023-10-10,"16:44:30",28.70978707,26.338,5.92,1,0
"Córrego Santa Rosa","SR",2023-10-10,"16:54:30",26.47102142,26.32,5.86,1,0
"Córrego Santa Rosa","SR",2023-10-10,"17:04:30",21.38952688,26.32,5.892,1,0
"Córrego Santa Rosa","SR",2023-10-10,"17:14:30",17.41536432,26.3,5.859,1,0
"Córrego Santa Rosa","SR",2023-10-10,"17:24:30",15.09596026,26.3,5.863,1,0
"Córrego Santa Rosa","SR",2023-10-10,"17:34:30",13.01057444,26.284,5.835,1,0
"Córrego Santa Rosa","SR",2023-10-10,"17:44:30",10.43598425,26.274,5.832,1,0
"Córrego Santa Rosa","SR",2023-10-10,"17:54:30",7.983355212,26.26,5.826,1,0
"Córrego Santa Rosa","SR",2023-10-10,"18:04:30",5.55563455,26.246,5.804,1,0
"Córrego Santa Rosa","SR",2023-10-10,"18:14:30",3.814223357,26.24,5.833,1,0
"Córrego Santa Rosa","SR",2023-10-10,"18:24:30",2.589217854,26.224,5.809,1,0
"Córrego Santa Rosa","SR",2023-10-10,"18:34:30",1.03171517,26.22,5.725,1,0
"Córrego Santa Rosa","SR",2023-10-10,"18:44:30",0.105555452,26.206,5.665,1,0
"Córrego Santa Rosa","SR",2023-10-10,"18:54:30",0,26.2,5.302,1,0
"Córrego Santa Rosa","SR",2023-10-10,"19:04:30",0,26.186,5.419,1,0
"Córrego Santa Rosa","SR",2023-10-10,"19:14:30",0,26.18,5.456,1,0
"Córrego Santa Rosa","SR",2023-10-10,"19:24:30",0,26.16,5.475,1,0
"Córrego Santa Rosa","SR",2023-10-10,"19:34:30",0,26.146,5.384,1,0
"Córrego Santa Rosa","SR",2023-10-10,"19:44:30",0,26.134,5.431,1,0
"Córrego Santa Rosa","SR",2023-10-10,"19:54:30",0,26.12,5.519,1,0
"Córrego Santa Rosa","SR",2023-10-10,"20:04:30",0,26.102,5.566,1,0
"Córrego Santa Rosa","SR",2023-10-10,"20:14:30",0,26.086,5.256,1,0
"Córrego Santa Rosa","SR",2023-10-10,"20:24:30",0,26.078,5.079,1,0
"Córrego Santa Rosa","SR",2023-10-10,"20:34:30",0,26.058,4.971,1,0
"Córrego Santa Rosa","SR",2023-10-10,"20:44:30",0,26.038,5.035,1,0
"Córrego Santa Rosa","SR",2023-10-10,"20:54:30",0,26.02,5.109,1,0
"Córrego Santa Rosa","SR",2023-10-10,"21:04:30",0,26,5.221,1,0
"Córrego Santa Rosa","SR",2023-10-10,"21:14:30",0,25.98,5.142,1,0
"Córrego Santa Rosa","SR",2023-10-10,"21:24:30",0,25.968,5.25,1,0
"Córrego Santa Rosa","SR",2023-10-10,"21:34:30",0,25.96,5.301,1,0
"Córrego Santa Rosa","SR",2023-10-10,"21:44:30",0,25.96,4.757,1,0
"Córrego Santa Rosa","SR",2023-10-10,"21:54:30",0,25.94,4.882,1,0
"Córrego Santa Rosa","SR",2023-10-10,"22:04:30",0,25.94,4.621,1,0
"Córrego Santa Rosa","SR",2023-10-10,"22:14:30",0,25.94,4.717,1,0
"Córrego Santa Rosa","SR",2023-10-10,"22:24:30",0,25.94,4.965,1,0
"Córrego Santa Rosa","SR",2023-10-10,"22:34:30",0,25.926,5.332,1,0
"Córrego Santa Rosa","SR",2023-10-10,"22:44:30",0,25.92,5.337,1,0
"Córrego Santa Rosa","SR",2023-10-10,"22:54:30",0,25.914,5.439,1,0
"Córrego Santa Rosa","SR",2023-10-10,"23:04:30",0,25.9,5.344,1,0
"Córrego Santa Rosa","SR",2023-10-10,"23:14:30",0,25.9,5.323,1,0
"Córrego Santa Rosa","SR",2023-10-10,"23:24:30",0,25.888,4.765,1,0
"Córrego Santa Rosa","SR",2023-10-10,"23:34:30",0,25.882,5.103,1,0
"Córrego Santa Rosa","SR",2023-10-10,"23:44:30",0,25.88,5.34,1,0
"Córrego Santa Rosa","SR",2023-10-10,"23:54:30",0,25.88,5.417,1,0
"Córrego Santa Rosa","SR",2023-10-11,"00:04:30",0,25.88,5.216,1,0
"Córrego Santa Rosa","SR",2023-10-11,"00:14:30",0,25.88,5.179,1,0
"Córrego Santa Rosa","SR",2023-10-11,"00:24:30",0,25.88,5.259,1,0
"Córrego Santa Rosa","SR",2023-10-11,"00:34:30",0,25.868,5.261,1,0
"Córrego Santa Rosa","SR",2023-10-11,"00:44:30",0,25.86,5.141,1,0
"Córrego Santa Rosa","SR",2023-10-11,"00:54:30",0,25.86,5.256,1,0
"Córrego Santa Rosa","SR",2023-10-11,"01:04:30",0,25.86,5.344,1,0
"Córrego Santa Rosa","SR",2023-10-11,"01:14:30",0,25.86,5.229,1,0
"Córrego Santa Rosa","SR",2023-10-11,"01:24:30",0,25.86,5.282,1,0
"Córrego Santa Rosa","SR",2023-10-11,"01:34:30",0,25.86,5.257,1,0
"Córrego Santa Rosa","SR",2023-10-11,"01:44:30",0,25.858,5.151,1,0
"Córrego Santa Rosa","SR",2023-10-11,"01:54:30",0,25.86,4.912,1,0
"Córrego Santa Rosa","SR",2023-10-11,"02:04:30",0,25.87,5.221,1,0
"Córrego Santa Rosa","SR",2023-10-11,"02:14:30",0,25.88,5.146,1,0
"Córrego Santa Rosa","SR",2023-10-11,"02:24:30",0,25.88,4.909,1,0
"Córrego Santa Rosa","SR",2023-10-11,"02:34:30",0,25.888,5.217,1,0
"Córrego Santa Rosa","SR",2023-10-11,"02:44:30",0,25.88,5.283,1,0
"Córrego Santa Rosa","SR",2023-10-11,"02:54:30",0,25.88,5.15,1,0
"Córrego Santa Rosa","SR",2023-10-11,"03:04:30",0,25.88,4.793,1,0
"Córrego Santa Rosa","SR",2023-10-11,"03:14:30",0,25.862,5.038,1,0
"Córrego Santa Rosa","SR",2023-10-11,"03:24:30",0,25.86,5.029,1,0
"Córrego Santa Rosa","SR",2023-10-11,"03:34:30",0,25.844,5.23,1,0
"Córrego Santa Rosa","SR",2023-10-11,"03:44:30",0,25.836,5.33,1,0
"Córrego Santa Rosa","SR",2023-10-11,"03:54:30",0,25.82,5.293,1,0
"Córrego Santa Rosa","SR",2023-10-11,"04:04:30",0,25.806,5.183,1,0
"Córrego Santa Rosa","SR",2023-10-11,"04:14:30",0,25.8,5.256,1,0
"Córrego Santa Rosa","SR",2023-10-11,"04:24:30",0,25.786,5.057,1,0
"Córrego Santa Rosa","SR",2023-10-11,"04:34:30",0,25.78,4.827,1,0
"Córrego Santa Rosa","SR",2023-10-11,"04:44:30",0,25.778,5.149,1,0
"Córrego Santa Rosa","SR",2023-10-11,"04:54:30",0,25.76,5.252,1,0
"Córrego Santa Rosa","SR",2023-10-11,"05:04:30",0,25.76,5.199,1,0
"Córrego Santa Rosa","SR",2023-10-11,"05:14:30",0,25.75,5.208,1,0
"Córrego Santa Rosa","SR",2023-10-11,"05:24:30",0,25.74,5.212,1,0
"Córrego Santa Rosa","SR",2023-10-11,"05:34:30",0,25.74,5.117,1,0
"Córrego Santa Rosa","SR",2023-10-11,"05:44:30",0,25.74,5.271,1,0
"Córrego Santa Rosa","SR",2023-10-11,"05:54:30",0,25.74,5.268,1,0
"Córrego Santa Rosa","SR",2023-10-11,"06:04:30",0,25.724,5.219,1,0
"Córrego Santa Rosa","SR",2023-10-11,"06:14:30",0.015119907,25.72,5.182,1,0
"Córrego Santa Rosa","SR",2023-10-11,"06:24:30",0.308871051,25.72,5.205,1,0
"Córrego Santa Rosa","SR",2023-10-11,"06:34:30",1.031855052,25.71,5.205,1,0
"Córrego Santa Rosa","SR",2023-10-11,"06:44:30",2.107913281,25.704,5.222,1,0
"Córrego Santa Rosa","SR",2023-10-11,"06:54:30",6.088095808,25.702,5.261,1,0
"Córrego Santa Rosa","SR",2023-10-11,"07:04:30",11.39923288,25.714,5.174,1,0
"Córrego Santa Rosa","SR",2023-10-11,"07:14:30",12.6527624,25.72,5.024,1,0
"Córrego Santa Rosa","SR",2023-10-11,"07:24:30",16.28582011,25.738,5.15,1,0
"Córrego Santa Rosa","SR",2023-10-11,"07:34:30",17.11808528,25.75,5.202,1,0
"Córrego Santa Rosa","SR",2023-10-11,"07:44:30",17.23706101,25.77,5.088,1,0
"Córrego Santa Rosa","SR",2023-10-11,"07:54:30",17.83127851,25.788,5.018,1,0
"Córrego Santa Rosa","SR",2023-10-11,"08:04:30",15.86957317,25.806,5.01,1,0
