sampling_datetime,stream,do_mgL,spc_uS_cm,depth_m,calcium_mgL,calcium_g_m2,daytime,time_period,diff_h
2023-08-11 16:00:00,RC,7.78,412.8640152,1.60663807,61.9587235,99.54524394,Nighttime,16:00:00,0
2023-08-11 16:10:00,RC,7.74,402.66862,1.60663807,59.6137826,95.77777262,Nighttime,16:10:00,0.166666667
2023-08-11 16:20:00,RC,7.72,402.66862,1.60663807,59.6137826,95.77777262,Nighttime,16:20:00,0.333333333
2023-08-11 16:30:00,RC,7.7,412.4680775,1.60663807,61.86765783,99.39893436,Nighttime,16:30:00,0.5
2023-08-11 16:40:00,RC,7.66,412.4680775,1.60663807,61.86765783,99.39893436,Nighttime,16:40:00,0.666666667
2023-08-11 16:50:00,RC,7.63,397.5920343,1.60663807,58.44616789,93.90183838,Nighttime,16:50:00,0.833333333
2023-08-11 17:00:00,RC,7.6,397.1953348,1.60663807,58.354927,93.7552473,Nighttime,17:00:00,1
2023-08-11 17:10:00,RC,7.56,383.9059029,1.60663807,55.29835767,88.84444664,Nighttime,17:10:00,1.166666667
2023-08-11 17:20:00,RC,7.52,381.1290067,1.60663807,54.65967154,87.81830919,Nighttime,17:20:00,1.333333333
2023-08-11 17:30:00,RC,7.49,365.0626785,1.60663807,50.96441606,81.88137105,Nighttime,17:30:00,1.5
2023-08-11 17:40:00,RC,7.45,366.1638745,1.60663807,51.21769114,82.28829243,Nighttime,17:40:00,1.666666667
2023-08-11 17:50:00,RC,7.41,365.070848,1.60663807,50.96629504,81.8843899,Nighttime,17:50:00,1.833333333
2023-08-11 18:00:00,RC,7.39,344.3033447,1.60663807,46.18976928,74.21024177,Nighttime,18:00:00,2
2023-08-11 18:10:00,RC,7.36,338.2979571,1.60663807,44.80853013,71.99109037,Nighttime,18:10:00,2.166666667
2023-08-11 18:20:00,RC,7.34,322.6673569,1.60663807,41.21349209,66.21516538,Nighttime,18:20:00,2.333333333
2023-08-11 18:30:00,RC,7.3,329.3377404,1.60663807,42.74768029,68.68005056,Nighttime,18:30:00,2.5
2023-08-11 18:40:00,RC,7.27,324.2602843,1.60663807,41.57986539,66.80379468,Nighttime,18:40:00,2.666666667
2023-08-11 18:50:00,RC,7.23,302.4570905,1.60663807,36.56513082,58.7469312,Nighttime,18:50:00,2.833333333
2023-08-11 19:00:00,RC,7.21,284.2892768,1.60663807,32.38653366,52.03343794,Nighttime,19:00:00,3
2023-08-12 11:00:00,RC,7.29,237.1177803,1.60663807,21.53708947,34.60230786,Daytime,11:00:00,0
2023-08-12 11:10:00,RC,7.32,236.9563024,1.60663807,21.49994955,34.54263745,Daytime,11:10:00,0.166666667
2023-08-12 11:20:00,RC,7.35,236.0951633,1.60663807,21.30188756,34.22442352,Daytime,11:20:00,0.333333333
2023-08-12 11:30:00,RC,7.39,236.0951633,1.60663807,21.30188756,34.22442352,Daytime,11:30:00,0.5
2023-08-12 11:40:00,RC,7.4,236.036833,1.60663807,21.28847159,34.20286891,Daytime,11:40:00,0.666666667
2023-08-12 11:50:00,RC,7.45,235.8783987,1.60663807,21.2520317,34.1443232,Daytime,11:50:00,0.833333333
2023-08-12 12:00:00,RC,7.48,231.4759929,1.60663807,20.23947837,32.51751646,Daytime,12:00:00,1
2023-08-12 12:10:00,RC,7.51,228.3056246,1.60663807,19.51029366,31.34598055,Daytime,12:10:00,1.166666667
2023-08-12 16:00:00,RC,7.63,427.3898864,1.60663807,65.29967387,104.912942,Nighttime,16:00:00,0
2023-08-12 16:10:00,RC,7.6,426.9969746,1.60663807,65.20930416,104.7677506,Nighttime,16:10:00,0.166666667
2023-08-12 16:20:00,RC,7.59,427.3898864,1.60663807,65.29967387,104.912942,Nighttime,16:20:00,0.333333333
2023-08-12 16:30:00,RC,7.57,427.3898864,1.60663807,65.29967387,104.912942,Nighttime,16:30:00,0.5
2023-08-12 16:40:00,RC,7.54,427.3898864,1.60663807,65.29967387,104.912942,Nighttime,16:40:00,0.666666667
2023-08-12 16:50:00,RC,7.52,426.9969746,1.60663807,65.20930416,104.7677506,Nighttime,16:50:00,0.833333333
2023-08-12 17:00:00,RC,7.48,427.3898864,1.60663807,65.29967387,104.912942,Nighttime,17:00:00,1
2023-08-12 17:10:00,RC,7.46,428.2058852,1.60663807,65.4873536,105.2144754,Nighttime,17:10:00,1.166666667
2023-08-12 17:20:00,RC,7.43,428.2058852,1.60663807,65.4873536,105.2144754,Nighttime,17:20:00,1.333333333
2023-08-12 17:30:00,RC,7.39,427.8122232,1.60663807,65.39681134,105.0690067,Nighttime,17:30:00,1.5
2023-08-12 17:40:00,RC,7.37,427.8122232,1.60663807,65.39681134,105.0690067,Nighttime,17:40:00,1.666666667
2023-08-12 17:50:00,RC,7.33,427.9106387,1.60663807,65.4194469,105.1053739,Nighttime,17:50:00,1.833333333
2023-08-12 18:00:00,RC,7.3,428.7291946,1.60663807,65.60771476,105.4078522,Nighttime,18:00:00,2
2023-08-12 18:10:00,RC,7.27,428.7291946,1.60663807,65.60771476,105.4078522,Nighttime,18:10:00,2.166666667
2023-08-12 18:20:00,RC,7.21,428.7291946,1.60663807,65.60771476,105.4078522,Nighttime,18:20:00,2.333333333
2023-08-12 18:30:00,RC,7.19,428.7291946,1.60663807,65.60771476,105.4078522,Nighttime,18:30:00,2.5
2023-08-12 18:40:00,RC,7.16,428.3347795,1.60663807,65.51699929,105.2621053,Nighttime,18:40:00,2.666666667
2023-08-12 18:50:00,RC,7.13,428.7291946,1.60663807,65.60771476,105.4078522,Nighttime,18:50:00,2.833333333
2023-08-12 19:00:00,RC,7.09,429.1641968,1.60663807,65.70776526,105.5685972,Nighttime,19:00:00,3
2023-08-13 11:00:00,RC,7.12,425.2031705,1.60663807,64.79672922,104.104892,Daytime,11:00:00,0
2023-08-13 11:10:00,RC,7.15,424.285514,1.60663807,64.58566822,103.7657933,Daytime,11:10:00,0.166666667
2023-08-13 11:20:00,RC,7.19,424.6860668,1.60663807,64.67779536,103.9138083,Daytime,11:20:00,0.333333333
2023-08-13 11:30:00,RC,7.22,423.8626369,1.60663807,64.48840649,103.6095289,Daytime,11:30:00,0.5
2023-08-13 11:40:00,RC,7.25,423.4413965,1.60663807,64.3915212,103.4538693,Daytime,11:40:00,0.666666667
2023-08-13 11:50:00,RC,7.3,423.4200151,1.60663807,64.38660347,103.4459683,Daytime,11:50:00,0.833333333
2023-08-13 12:00:00,RC,7.35,423.718689,1.60663807,64.45529847,103.5563363,Daytime,12:00:00,1
2023-08-13 12:10:00,RC,7.42,423.6968143,1.60663807,64.45026729,103.548253,Daytime,12:10:00,1.166666667
2023-08-13 12:20:00,RC,7.42,423.6968143,1.60663807,64.45026729,103.548253,Daytime,12:20:00,1.333333333
2023-08-13 12:30:00,RC,7.47,420.840893,1.60663807,63.79340539,102.4929137,Daytime,12:30:00,1.5
2023-08-13 12:40:00,RC,7.49,421.5311194,1.60663807,63.95215746,102.7479708,Daytime,12:40:00,1.666666667
2023-08-13 12:50:00,RC,7.53,422.742541,1.60663807,64.23078443,103.1956235,Daytime,12:50:00,1.833333333
2023-08-13 13:00:00,RC,7.55,421.5136305,1.60663807,63.94813502,102.7415082,Daytime,13:00:00,2
2023-08-13 13:10:00,RC,7.55,421.0050686,1.60663807,63.83116578,102.553581,Daytime,13:10:00,2.166666667
2023-08-13 13:20:00,RC,7.59,410.3535354,1.60663807,61.38131314,,Daytime,13:20:00,2.333333333
2023-08-13 13:30:00,RC,7.61,409.2017992,1.60663807,61.11641382,,Daytime,13:30:00,2.5
2023-08-13 16:00:00,RC,7.61,423.7718527,1.60663807,64.46752612,103.5759817,Nighttime,16:00:00,0
2023-08-13 16:10:00,RC,7.59,424.976026,1.60663807,64.74448598,104.020956,Nighttime,16:10:00,0.166666667
2023-08-13 16:20:00,RC,7.56,424.976026,1.60663807,64.74448598,104.020956,Nighttime,16:20:00,0.333333333
2023-08-13 16:30:00,RC,7.55,424.976026,1.60663807,64.74448598,104.020956,Nighttime,16:30:00,0.5
2023-08-13 16:40:00,RC,7.53,424.976026,1.60663807,64.74448598,104.020956,Nighttime,16:40:00,0.666666667
2023-08-13 16:50:00,RC,7.5,425.7843137,1.60663807,64.93039215,104.3196399,Nighttime,16:50:00,0.833333333
2023-08-13 17:00:00,RC,7.47,426.6040627,1.60663807,65.11893442,104.6225591,Nighttime,17:00:00,1
2023-08-13 17:10:00,RC,7.44,426.6040627,1.60663807,65.11893442,104.6225591,Nighttime,17:10:00,1.166666667
2023-08-13 17:20:00,RC,7.42,426.2111508,1.60663807,65.02856468,104.4773677,Nighttime,17:20:00,1.333333333
2023-08-13 17:30:00,RC,7.37,427.0248991,1.60663807,65.21572679,104.7780694,Nighttime,17:30:00,1.5
2023-08-13 17:40:00,RC,7.34,426.3359906,1.60663807,65.05727784,104.5234993,Nighttime,17:40:00,1.666666667
2023-08-13 17:50:00,RC,7.3,426.7571192,1.60663807,65.15413742,104.6791176,Nighttime,17:50:00,1.833333333
2023-08-13 18:00:00,RC,7.27,426.7571192,1.60663807,65.15413742,104.6791176,Nighttime,18:00:00,2
2023-08-13 18:10:00,RC,7.24,427.1883027,1.60663807,65.25330962,104.8384514,Nighttime,18:10:00,2.166666667
2023-08-13 18:20:00,RC,7.19,426.7931239,1.60663807,65.1624185,104.6924223,Nighttime,18:20:00,2.333333333
2023-08-13 18:30:00,RC,7.17,427.7116782,1.60663807,65.37368599,105.0318527,Nighttime,18:30:00,2.5
2023-08-13 18:40:00,RC,7.13,426.9198028,1.60663807,65.19155464,104.7392335,Nighttime,18:40:00,2.666666667
2023-08-13 18:50:00,RC,7.11,426.9198028,1.60663807,65.19155464,104.7392335,Nighttime,18:50:00,2.833333333
2023-08-13 19:00:00,RC,7.08,427.3444938,1.60663807,65.28923357,104.8961682,Nighttime,19:00:00,3
2023-10-09 01:00:00,SR,5.976,402.88,0.1673164,59.6624,9.982497983,Nighttime,01:00:00,0
2023-10-09 01:10:00,SR,5.787,403.58,0.1673164,59.8234,10.00943592,Nighttime,01:10:00,0.166666667
2023-10-09 01:20:00,SR,5.742,403.85,0.1673164,59.8855,10.01982627,Nighttime,01:20:00,0.333333333
2023-10-09 01:30:00,SR,6.115,404.49,0.1673164,60.0327,10.04445525,Nighttime,01:30:00,0.5
2023-10-09 01:40:00,SR,5.882,404.82,0.1673164,60.1086,10.05715456,Nighttime,01:40:00,0.666666667
2023-10-09 01:50:00,SR,5.952,404.75,0.1673164,60.0925,10.05446077,Nighttime,01:50:00,0.833333333
2023-10-09 02:00:00,SR,6.018,404.91,0.1673164,60.1293,10.06061801,Nighttime,02:00:00,1
2023-10-09 02:10:00,SR,6.083,405.23,0.1673164,60.2029,10.0729325,Nighttime,02:10:00,1.166666667
2023-10-09 02:20:00,SR,5.988,405.21,0.1673164,60.1983,10.07216284,Nighttime,02:20:00,1.333333333
2023-10-09 02:30:00,SR,6.088,405.02,0.1673164,60.1546,10.06485112,Nighttime,02:30:00,1.5
2023-10-09 11:00:00,SR,5.943,407.63,0.1673164,60.7549,10.16529115,Daytime,11:00:00,0
2023-10-09 11:10:00,SR,6.169,407.09,0.1673164,60.6307,10.14451045,Daytime,11:10:00,0.166666667
2023-10-09 11:20:00,SR,6.025,406.29,0.1673164,60.4467,10.11372424,Daytime,11:20:00,0.333333333
2023-10-09 11:30:00,SR,5.937,405.8,0.1673164,60.334,10.09486768,Daytime,11:30:00,0.5
2023-10-09 11:40:00,SR,5.994,405.57,0.1673164,60.2811,10.08601664,Daytime,11:40:00,0.666666667
2023-10-10 17:00:00,SR,5.892,422.02,0.1673164,64.0646,10.71905824,Nighttime,17:00:00,0
2023-10-10 17:10:00,SR,5.859,422.43,0.1673164,64.1589,10.73483618,Nighttime,17:10:00,0.166666667
2023-10-10 17:20:00,SR,5.863,422.88,0.1673164,64.2624,10.75215342,Nighttime,17:20:00,0.333333333
2023-10-10 17:30:00,SR,5.835,423.21,0.1673164,64.3383,10.76485274,Nighttime,17:30:00,0.5
2023-10-10 17:40:00,SR,5.832,423.52,0.1673164,64.4096,10.7767824,Nighttime,17:40:00,0.666666667
2023-10-10 17:50:00,SR,5.826,424.06,0.1673164,64.5338,10.79756309,Nighttime,17:50:00,0.833333333
2023-10-10 18:00:00,SR,5.804,424.33,0.1673164,64.5959,10.80795344,Nighttime,18:00:00,1
2023-10-10 18:10:00,SR,5.833,424.7,0.1673164,64.681,10.82219207,Nighttime,18:10:00,1.166666667
2023-10-10 18:20:00,SR,5.809,425.13,0.1673164,64.7799,10.83873966,Nighttime,18:20:00,1.333333333
2023-10-10 18:30:00,SR,5.725,425.36,0.1673164,64.8328,10.8475907,Nighttime,18:30:00,1.5
2023-10-10 18:40:00,SR,5.665,425.55,0.1673164,64.8765,10.85490242,Nighttime,18:40:00,1.666666667
2023-10-10 18:50:00,SR,5.302,425.72,0.1673164,64.9156,10.8614445,Nighttime,18:50:00,1.833333333
2023-10-10 19:00:00,SR,5.419,425.85,0.1673164,64.9455,10.86644726,Nighttime,19:00:00,2
2023-10-10 09:04:00,SR,6.294,418.81,0.1673164,63.3263,10.59552854,Daytime,09:04:30,0
2023-10-10 09:14:00,SR,6.29,418.63,0.1673164,63.2849,10.58860164,Daytime,09:14:30,0.166666667
2023-10-10 09:24:00,SR,6.312,418.45,0.1673164,63.2435,10.58167474,Daytime,09:24:30,0.333333333
2023-10-10 09:34:00,SR,6.203,418.19,0.1673164,63.1837,10.57166922,Daytime,09:34:30,0.5
2023-10-10 09:44:00,SR,6.342,417.98,0.1673164,63.1354,10.56358784,Daytime,09:44:30,0.666666667
2023-10-10 09:54:00,SR,6.334,417.9,0.1673164,63.117,10.56050922,Daytime,09:54:30,0.833333333
2023-10-10 10:04:00,SR,6.284,417.68,0.1673164,63.0664,10.55204301,Daytime,10:04:30,1
2023-10-10 10:14:00,SR,6.243,417.51,0.1673164,63.0273,10.54550094,Daytime,10:14:30,1.166666667
2023-10-10 10:24:00,SR,6.247,417.48,0.1673164,63.0204,10.54434645,Daytime,10:24:30,1.333333333
2023-10-10 10:34:00,SR,6.248,417.31,0.1673164,62.9813,10.53780438,Daytime,10:34:30,1.5
2023-10-10 10:44:00,SR,6.257,417.45,0.1673164,63.0135,10.54319197,Daytime,10:44:30,1.666666667
2023-10-10 10:54:00,SR,6.326,417.13,0.1673164,62.9399,10.53087748,Daytime,10:54:30,1.833333333
2023-10-10 11:04:00,SR,5.934,417.1,0.1673164,62.933,10.529723,Daytime,11:04:30,2
2023-10-10 11:14:00,SR,6.282,417,0.1673164,62.91,10.52587472,Daytime,11:14:30,2.166666667
2023-10-10 11:24:00,SR,6.296,416.7,0.1673164,62.841,10.51432989,Daytime,11:24:30,2.333333333
2023-10-10 11:34:00,SR,6.254,416.46,0.1673164,62.7858,10.50509403,Daytime,11:34:30,2.5
2023-10-10 11:44:00,SR,6.024,416.13,0.1673164,62.7099,10.49239471,Daytime,11:44:30,2.666666667
2023-10-10 11:54:00,SR,6.25,415.77,0.1673164,62.6271,10.47854091,Daytime,11:54:30,2.833333333
2023-10-10 12:04:00,SR,6.174,415.54,0.1673164,62.5742,10.46968988,Daytime,12:04:30,3
2023-10-10 12:14:00,SR,5.843,415.55,0.1673164,62.5765,10.4700747,Daytime,12:14:30,3.166666667
2023-10-10 12:24:00,SR,5.452,415.27,0.1673164,62.5121,10.45929953,Daytime,12:24:30,3.333333333
