stream_name,stream_abreviation,sampling_date,sampling_datetime,time_period,travertine_deposition,par_umol_m2_s,temp_c,specific_cond_uS_cm,dissolved_oxygen_mgL,dissolved_oxygen_percent,calcium_mgL
Rio Açúcar,RA,20230829,20230829 13:50:00,Daytime,Active,338.0972062,26.42,346.5,7.76,99.7,46.295
Rio Açúcar,RA,20230829,20230829 14:00:00,Daytime,Active,325.0349514,26.52,341,7.78,100.2,45.03
Rio Açúcar,RA,20230829,20230829 14:10:00,Daytime,Active,269.7472489,26.62,335.6,7.79,100.5,43.788
Rio Açúcar,RA,20230829,20230829 14:20:00,Daytime,Active,255.1658702,26.64,332.8,7.77,100.3,43.144
Rio Açúcar,RA,20230829,20230829 14:30:00,Daytime,Active,240.2807583,26.74,331.1,7.72,99.8,42.753
Rio Açúcar,RA,20230829,20230829 14:40:00,Daytime,Active,255.1658702,26.76,330.1,7.77,100.5,42.523
Rio Açúcar,RA,20230829,20230829 14:50:00,Daytime,Active,255.1658702,26.8,331.3,7.76,100.5,42.799
Rio Açúcar,RA,20230829,20230829 15:00:00,Daytime,Active,269.7472489,26.84,331.7,7.72,100,42.891
Rio Açúcar,RA,20230829,20230829 15:10:00,Daytime,Active,209.5999025,26.86,331.3,7.71,100,42.799
Rio Açúcar,RA,20230829,20230829 15:20:00,Daytime,Active,240.2807583,26.88,331.5,7.71,100,42.845
Rio Açúcar,RA,20230829,20230829 15:30:00,Daytime,Active,209.5999025,26.88,334,7.7,99.8,43.42
Rio Açúcar,RA,20230829,20230829 15:40:00,Daytime,Active,185.7915516,26.9,335.1,7.68,99.5,43.673
Rio Açúcar,RA,20230829,20230829 15:50:00,Daytime,Active,169.5402463,26.88,336.8,7.67,99.4,44.064
Rio Açúcar,RA,20230829,20230829 16:00:00,Daytime,Active,144.5929122,26.88,339.3,7.63,98.9,44.639
Rio Açúcar,RA,20230829,20230829 16:10:00,Daytime,Active,127.5816896,26.88,342.6,7.61,98.6,45.398
Rio Açúcar,RA,20230829,20230829 16:20:00,Daytime,Active,72.46429174,26.82,347.3,7.6,98.4,46.479
Rio Açúcar,RA,20230829,20230829 16:30:00,Daytime,Active,83.7254504,26.82,353.9,7.56,97.9,47.997
Rio Açúcar,RA,20230829,20230829 16:40:00,Daytime,Active,88.19656158,26.8,360.2,7.54,97.6,49.446
Rio Açúcar,RA,20230829,20230829 16:50:00,Daytime,Active,63.3708628,26.76,365.4,7.53,97.4,50.642
Rio Açúcar,RA,20230829,20230829 17:00:00,Daytime,Active,70.19821689,26.74,370.9,7.52,97.3,51.907
Rio Açúcar,RA,20230829,20230829 17:10:00,Daytime,Active,63.3708628,26.7,374.9,7.49,96.8,52.827
Rio Açúcar,RA,20230829,20230829 17:20:00,Daytime,Active,42.6312,26.66,378,7.46,96.4,53.54
Rio Açúcar,RA,20230829,20230829 17:30:00,Daytime,Active,19.13733337,26.62,381.3,7.4,95.5,54.299
Rio Açúcar,RA,20230829,20230829 17:40:00,Daytime,Active,11.39916354,26.56,384.4,7.39,95.3,55.012
Rio Açúcar,RA,20230829,20230829 17:50:00,Daytime,Active,7.137285785,26.52,387.3,7.37,94.9,55.679
Rio Açúcar,RA,20230829,20230829 18:00:00,Daytime,Active,5.263144755,26.48,389.6,7.33,94.3,56.208
Rio Açúcar,RA,20230829,20230829 18:10:00,Daytime,Active,3.686236985,26.44,392.1,7.29,93.7,56.783
Rio Açúcar,RA,20230829,20230829 18:20:00,Daytime,Active,2.634061942,26.4,394,7.26,93.3,57.22
Rio Açúcar,RA,20230829,20230829 18:30:00,Daytime,Active,1.28033022,26.36,395.4,7.24,93,57.542
Rio Açúcar,RA,20230829,20230829 18:40:00,Daytime,Active,0.376542111,26.34,397.1,7.2,92.4,57.933
Rio Açúcar,RA,20230829,20230829 18:50:00,Daytime,Active,0.075597667,26.3,398.4,7.19,92.2,58.232
Rio Açúcar,RA,20230829,20230829 19:00:00,Nighttime,Active,0,26.28,399.3,7.17,91.9,58.439
Rio Açúcar,RA,20230829,20230829 19:10:00,Nighttime,Active,0,26.24,399.9,7.15,91.6,58.577
Rio Açúcar,RA,20230829,20230829 19:20:00,Nighttime,Active,0,26.22,400.5,7.14,91.5,58.715
Rio Açúcar,RA,20230829,20230829 19:30:00,Nighttime,Active,0,26.2,400.7,7.13,91.3,58.761
Rio Açúcar,RA,20230829,20230829 19:40:00,Nighttime,Active,0,26.16,401,7.11,91,58.83
Rio Açúcar,RA,20230829,20230829 19:50:00,Nighttime,Active,0,26.14,401.1,7.1,90.9,58.853
Rio Açúcar,RA,20230829,20230829 20:00:00,Nighttime,Active,0,26.12,401.4,7.1,90.8,58.922
Rio Açúcar,RA,20230829,20230829 20:10:00,Nighttime,Active,0,26.1,401.5,7.09,90.7,58.945
Rio Açúcar,RA,20230829,20230829 20:20:00,Nighttime,Active,0,26.08,401.7,7.09,90.5,58.991
Rio Açúcar,RA,20230829,20230829 20:30:00,Nighttime,Active,0,26.06,401.9,7.09,90.5,59.037
Rio Açúcar,RA,20230829,20230829 20:40:00,Nighttime,Active,0,26.04,402,7.06,90.1,59.06
Rio Açúcar,RA,20230829,20230829 20:50:00,Nighttime,Active,0,26.02,402.1,7.09,90.5,59.083
Rio Açúcar,RA,20230829,20230829 21:00:00,Nighttime,Active,0,26,401.9,7.07,90.2,59.037
Rio Açúcar,RA,20230829,20230829 21:10:00,Nighttime,Active,0,26,402,7.05,89.9,59.06
Rio Açúcar,RA,20230829,20230829 21:20:00,Nighttime,Active,0,25.98,402.1,7.06,90,59.083
Rio Açúcar,RA,20230829,20230829 21:30:00,Nighttime,Active,0,25.98,402.1,7.06,90,59.083
Rio Açúcar,RA,20230829,20230829 21:40:00,Nighttime,Active,0,25.96,402.2,7.05,89.9,59.106
Rio Açúcar,RA,20230829,20230829 21:50:00,Nighttime,Active,0,25.94,402.4,7.05,89.9,59.152
Rio Açúcar,RA,20230829,20230829 22:00:00,Nighttime,Active,0,25.94,402.4,7.05,89.9,59.152
Rio Açúcar,RA,20230829,20230829 22:10:00,Nighttime,Active,0,25.94,402.8,7.04,89.7,59.244
Rio Açúcar,RA,20230829,20230829 22:20:00,Nighttime,Active,0,25.92,402.5,7.05,89.8,59.175
Rio Açúcar,RA,20230829,20230829 22:30:00,Nighttime,Active,0,25.92,402.3,7.03,89.6,59.129
Rio Açúcar,RA,20230829,20230829 22:40:00,Nighttime,Active,0,25.92,402.6,7.04,89.7,59.198
Rio Açúcar,RA,20230829,20230829 22:50:00,Nighttime,Active,0,25.92,402.3,7.05,89.9,59.129
Rio Açúcar,RA,20230829,20230829 23:00:00,Nighttime,Active,0,25.92,402.3,7.04,89.7,59.129
Rio Açúcar,RA,20230829,20230829 23:10:00,Nighttime,Active,0,25.92,402.3,7.06,89.9,59.129
Rio Açúcar,RA,20230829,20230829 23:20:00,Nighttime,Active,0,25.92,401.9,7.04,89.6,59.037
Rio Açúcar,RA,20230829,20230829 23:30:00,Nighttime,Active,0,25.92,402.3,7.04,89.6,59.129
Rio Açúcar,RA,20230829,20230829 23:40:00,Nighttime,Active,0,25.92,402.3,7.05,89.8,59.129
Rio Açúcar,RA,20230829,20230829 23:50:00,Nighttime,Active,0,25.92,402.1,7.02,89.4,59.083
Rio Açúcar,RA,20230830,20230830 00:00:00,Nighttime,Active,0,25.92,402.2,7.06,89.9,59.106
Rio Açúcar,RA,20230830,20230830 00:10:00,Nighttime,Active,0,25.92,402.1,7.04,89.7,59.083
Rio Açúcar,RA,20230830,20230830 00:20:00,Nighttime,Active,0,25.92,402.1,7.06,89.9,59.083
Rio Açúcar,RA,20230830,20230830 00:30:00,Nighttime,Active,0,25.94,402.4,7.06,90,59.152
Rio Açúcar,RA,20230830,20230830 00:40:00,Nighttime,Active,0,25.94,402.3,7.05,89.9,59.129
Rio Açúcar,RA,20230830,20230830 00:50:00,Nighttime,Active,0,25.94,402,7.06,90,59.06
Rio Açúcar,RA,20230830,20230830 01:00:00,Nighttime,Active,0,25.94,402,7.05,89.9,59.06
Rio Açúcar,RA,20230830,20230830 01:10:00,Nighttime,Active,0,25.94,402,7.04,89.8,59.06
Rio Açúcar,RA,20230830,20230830 01:20:00,Nighttime,Active,0,25.94,401.8,7.05,89.9,59.014
Rio Açúcar,RA,20230830,20230830 01:30:00,Nighttime,Active,0,25.92,402.1,7.04,89.7,59.083
Rio Açúcar,RA,20230830,20230830 01:40:00,Nighttime,Active,0,25.92,401.9,7.02,89.5,59.037
Rio Açúcar,RA,20230830,20230830 01:50:00,Nighttime,Active,0,25.92,401.9,7.04,89.7,59.037
Rio Açúcar,RA,20230830,20230830 02:00:00,Nighttime,Active,0,25.9,401.5,7.04,89.6,58.945
Rio Açúcar,RA,20230830,20230830 02:10:00,Nighttime,Active,0,25.9,401.2,7.04,89.6,58.876
Rio Açúcar,RA,20230830,20230830 02:20:00,Nighttime,Active,0,25.9,401.4,7.04,89.6,58.922
Rio Açúcar,RA,20230830,20230830 02:30:00,Nighttime,Active,0,25.9,401.4,7.04,89.6,58.922
Rio Açúcar,RA,20230830,20230830 02:40:00,Nighttime,Active,0,25.9,401.4,7.05,89.8,58.922
Rio Açúcar,RA,20230830,20230830 02:50:00,Nighttime,Active,0,25.88,401.5,7.05,89.7,58.945
Rio Açúcar,RA,20230830,20230830 03:00:00,Nighttime,Active,0,25.88,401.5,7.05,89.7,58.945
Rio Açúcar,RA,20230830,20230830 03:10:00,Nighttime,Active,0,25.88,452.5,7.03,89.5,70.675
Rio Açúcar,RA,20230830,20230830 03:20:00,Nighttime,Active,0,25.86,450.5,7.04,89.6,70.215
Rio Açúcar,RA,20230830,20230830 03:30:00,Nighttime,Active,0,25.86,451.2,7.06,89.9,70.376
Rio Açúcar,RA,20230830,20230830 03:40:00,Nighttime,Active,0,25.84,450.1,7.05,89.7,70.123
Rio Açúcar,RA,20230830,20230830 03:50:00,Nighttime,Active,0,25.82,446.7,7.06,89.8,69.341
Rio Açúcar,RA,20230830,20230830 04:00:00,Nighttime,Active,0,25.82,446,7.06,89.8,69.18
Rio Açúcar,RA,20230830,20230830 04:10:00,Nighttime,Active,0,25.8,445.2,7.06,89.8,68.996
Rio Açúcar,RA,20230830,20230830 04:20:00,Nighttime,Active,0,25.78,445,7.07,89.9,68.95
Rio Açúcar,RA,20230830,20230830 04:30:00,Nighttime,Active,0,25.76,433.7,7.07,89.9,66.351
Rio Açúcar,RA,20230830,20230830 04:40:00,Nighttime,Active,0,25.74,445.7,7.07,89.8,69.111
Rio Açúcar,RA,20230830,20230830 04:50:00,Nighttime,Active,0,25.72,446.3,7.08,89.8,69.249
Rio Açúcar,RA,20230830,20230830 05:00:00,Nighttime,Active,0,25.7,445.3,7.1,90,69.019
Rio Açúcar,RA,20230830,20230830 05:10:00,Nighttime,Active,0,25.68,445.2,7.08,89.8,68.996
Rio Açúcar,RA,20230830,20230830 05:20:00,Nighttime,Active,0,25.66,443.9,7.09,89.9,68.697
Rio Açúcar,RA,20230830,20230830 05:30:00,Nighttime,Active,0,25.64,441.2,7.11,90.1,68.076
Rio Açúcar,RA,20230830,20230830 05:40:00,Nighttime,Active,0,25.62,440,7.1,89.9,67.8
Rio Açúcar,RA,20230830,20230830 05:50:00,Nighttime,Active,0,25.6,440.9,7.11,90,68.007
Rio Açúcar,RA,20230830,20230830 06:00:00,Nighttime,Active,0,25.58,442.6,7.09,89.8,68.398
Rio Açúcar,RA,20230830,20230830 06:10:00,Nighttime,Active,0,25.56,441.3,7.1,89.9,68.099
Rio Açúcar,RA,20230830,20230830 06:20:00,Nighttime,Active,0,25.54,439.3,7.12,90.1,67.639
Rio Açúcar,RA,20230830,20230830 06:30:00,Nighttime,Active,0,25.52,440.1,7.13,90.2,67.823
Rio Açúcar,RA,20230830,20230830 06:40:00,Nighttime,Active,0,25.5,439.3,7.12,90,67.639
Rio Açúcar,RA,20230830,20230830 06:50:00,Nighttime,Active,0.452116537,25.5,434.6,7.12,90,66.558
Rio Açúcar,RA,20230830,20230830 07:00:00,Daytime,Active,1.882251704,25.46,436.4,7.13,90.1,66.972
Rio Açúcar,RA,20230830,20230830 07:10:00,Daytime,Active,4.36230499,25.46,435.6,7.15,90.4,66.788
Rio Açúcar,RA,20230830,20230830 07:20:00,Daytime,Active,6.313048447,25.44,434.7,7.14,90.2,66.581
Rio Açúcar,RA,20230830,20230830 07:30:00,Daytime,Active,9.53162622,25.42,433.7,7.19,90.7,66.351
Rio Açúcar,RA,20230830,20230830 07:40:00,Daytime,Active,8.85843692,25.42,432.9,7.19,90.7,66.167
Rio Açúcar,RA,20230830,20230830 07:50:00,Daytime,Active,11.39916354,25.4,431.9,7.21,90.9,65.937
Rio Açúcar,RA,20230830,20230830 08:00:00,Daytime,Active,16.76143194,25.4,431.7,7.23,91.2,65.891
Rio Açúcar,RA,20230830,20230830 08:10:00,Daytime,Active,17.35567984,25.4,432,7.26,91.6,65.96
Rio Açúcar,RA,20230830,20230830 08:20:00,Daytime,Active,17.95032089,25.4,431.3,7.28,91.8,65.799
Rio Açúcar,RA,20230830,20230830 08:30:00,Daytime,Active,21.5078,25.4,430.2,7.3,92.1,65.546
Rio Açúcar,RA,20230830,20230830 08:40:00,Daytime,Active,21.5078,25.4,429.5,7.33,92.5,65.385
Rio Açúcar,RA,20230830,20230830 08:50:00,Daytime,Active,29.76843617,25.42,427.7,7.37,93,64.971
Rio Açúcar,RA,20230830,20230830 09:00:00,Daytime,Active,30.94358614,25.42,427.1,7.39,93.3,64.833
Rio Açúcar,RA,20230830,20230830 09:10:00,Daytime,Active,37.97025554,25.44,424.9,7.42,93.7,64.327
Rio Açúcar,RA,20230830,20230830 09:20:00,Daytime,Active,37.97025554,25.46,424.1,7.45,94.2,64.143
Rio Açúcar,RA,20230830,20230830 09:30:00,Daytime,Active,74.72627805,25.5,420.2,7.57,95.8,63.246
Rio Açúcar,RA,20230830,20230830 09:40:00,Daytime,Active,58.79534469,25.54,419.1,7.63,96.5,62.993
Rio Açúcar,RA,20230830,20230830 09:50:00,Daytime,Active,74.72627805,25.56,417.9,7.63,96.5,62.717
Rio Açúcar,RA,20230830,20230830 10:00:00,Daytime,Active,42.6312,25.6,419.8,7.67,97.1,63.154
Rio Açúcar,RA,20230830,20230830 10:10:00,Daytime,Active,63.3708628,25.62,419.5,7.64,96.8,63.085
Rio Açúcar,RA,20230830,20230830 10:20:00,Daytime,Active,49.58735849,25.66,419.3,7.66,97.1,63.039
Rio Açúcar,RA,20230830,20230830 10:30:00,Daytime,Active,70.19821689,25.72,417.5,7.72,98,62.625
Rio Açúcar,RA,20230830,20230830 10:40:00,Daytime,Active,101.4959952,25.78,413,7.75,98.5,61.59
Rio Açúcar,RA,20230830,20230830 10:50:00,Daytime,Active,118.9621783,25.82,411.9,7.8,99.2,61.337
Rio Açúcar,RA,20230830,20230830 11:00:00,Daytime,Active,110.2667337,25.88,411.1,7.84,99.8,61.153
Rio Açúcar,RA,20230830,20230830 11:10:00,Daytime,Active,131.8629702,25.92,412.9,7.88,100.4,61.567
Rio Açúcar,RA,20230830,20230830 11:20:00,Daytime,Active,193.8036018,26.08,405.4,7.95,101.6,59.842
Rio Açúcar,RA,20230830,20230830 11:30:00,Daytime,Active,161.3004016,26.16,405.8,7.98,102.2,59.934
Rio Açúcar,RA,20230830,20230830 11:40:00,Daytime,Active,169.5402463,26.2,404.7,8,102.5,59.681
Rio Açúcar,RA,20230830,20230830 11:50:00,Daytime,Active,269.7472489,26.22,403.2,8.04,102.9,59.336
Rio Açúcar,RA,20230830,20230830 12:00:00,Daytime,Active,101.4959952,26.24,479.3,7.85,100.5,76.839
Rio Açúcar,RA,20230830,20230830 12:10:00,Daytime,Active,70.19821689,26.24,478.8,7.8,99.9,76.724
Rio Açúcar,RA,20230830,20230830 12:20:00,Daytime,Active,83.7254504,26.26,478.5,7.78,99.7,76.655
Rio Açúcar,RA,20230830,20230830 12:30:00,Daytime,Active,49.58735849,26.26,478.9,7.75,99.3,76.747
Rio Açúcar,RA,20230830,20230830 12:40:00,Daytime,Active,37.97025554,26.26,478.5,7.71,98.8,76.655
Rio Açúcar,RA,20230830,20230830 12:50:00,Daytime,Active,58.79534469,26.26,478.5,7.71,98.8,76.655
Rio Açúcar,RA,20230830,20230830 13:00:00,Daytime,Active,92.64868943,26.3,477.9,7.73,99.1,76.517
Rio Açúcar,RA,20230830,20230830 13:10:00,Daytime,Active,114.6239477,26.34,477.4,7.76,99.6,76.402
Rio Açúcar,RA,20230830,20230830 13:20:00,Daytime,Active,144.5929122,26.42,476.7,7.81,100.4,76.241
Rio Açúcar,RA,20230830,20230830 13:30:00,Daytime,Active,284.0248943,26.48,475.9,7.88,101.4,76.057
Rio Açúcar,RA,20230830,20230830 13:40:00,Daytime,Active,363.3114753,26.72,474.6,7.9,102.1,75.758
Rio Açúcar,RA,20230830,20230830 13:50:00,Daytime,Active,193.8036018,26.74,475.2,7.85,101.5,75.896
Rio Açúcar,RA,20230830,20230830 14:00:00,Daytime,Active,123.2814256,26.72,475,7.83,101.3,75.85
Rio Açúcar,RA,20230830,20230830 14:10:00,Daytime,Active,88.19656158,26.7,475.1,7.77,100.4,75.873
Rio Açúcar,RA,20230830,20230830 14:20:00,Daytime,Active,74.72627805,26.68,474.5,7.74,100,75.735
Rio Açúcar,RA,20230830,20230830 14:30:00,Daytime,Active,79.23535589,26.68,473.8,7.75,100.2,75.574
Rio Açúcar,RA,20230830,20230830 14:40:00,Daytime,Active,105.8905364,26.68,473.6,7.73,99.9,75.528
Rio Açúcar,RA,20230830,20230830 14:50:00,Daytime,Active,110.2667337,26.72,473.6,7.77,100.4,75.528
Rio Açúcar,RA,20230830,20230830 15:00:00,Daytime,Active,201.7397188,26.8,472.6,7.81,101.1,75.298
Rio Açúcar,RA,20230830,20230830 15:10:00,Daytime,Active,169.5402463,26.86,472.3,7.78,100.8,75.229
Rio Açúcar,RA,20230830,20230830 15:20:00,Daytime,Active,65.6511724,26.74,473.4,7.69,99.4,75.482
Rio Açúcar,RA,20230830,20230830 15:30:00,Daytime,Active,44.9548904,26.72,473,7.65,98.9,75.39
Rio Açúcar,RA,20230830,20230830 15:40:00,Daytime,Active,42.6312,26.7,472.8,7.66,99,75.344
Rio Açúcar,RA,20230830,20230830 15:50:00,Daytime,Active,35.63300422,26.66,472.4,7.61,98.2,75.252
Rio Açúcar,RA,20230830,20230830 16:00:00,Daytime,Active,37.97025554,26.64,472.2,7.59,98,75.206
Rio Açúcar,RA,20230830,20230830 16:10:00,Daytime,Active,35.63300422,26.62,472.2,7.58,97.8,75.206
Rio Açúcar,RA,20230830,20230830 16:20:00,Daytime,Active,35.63300422,26.64,471.8,7.58,97.8,75.114
Rio Açúcar,RA,20230830,20230830 16:30:00,Daytime,Active,35.63300422,26.58,471.6,7.54,97.2,75.068
Rio Açúcar,RA,20230830,20230830 16:40:00,Daytime,Active,37.97025554,26.58,471.5,7.55,97.4,75.045
Rio Açúcar,RA,20230830,20230830 16:50:00,Daytime,Active,49.58735849,26.56,470.8,7.54,97.2,74.884
Rio Açúcar,RA,20230830,20230830 17:00:00,Daytime,Active,97.08183396,26.56,476.8,7.56,97.5,76.264
Rio Açúcar,RA,20230830,20230830 17:10:00,Daytime,Active,118.9621783,26.56,477,7.56,97.5,76.31
Rio Açúcar,RA,20230830,20230830 17:20:00,Daytime,Active,88.19656158,26.54,476.8,7.55,97.3,76.264
Rio Açúcar,RA,20230830,20230830 17:30:00,Daytime,Active,63.3708628,26.52,476.6,7.53,97,76.218
Rio Açúcar,RA,20230830,20230830 17:40:00,Daytime,Active,42.6312,26.48,476.5,7.52,96.8,76.195
Rio Açúcar,RA,20230830,20230830 17:50:00,Daytime,Active,37.97025554,26.46,476.6,7.48,96.3,76.218
Rio Açúcar,RA,20230830,20230830 18:00:00,Daytime,Active,30.94358614,26.42,477.1,7.45,95.7,76.333
Rio Açúcar,RA,20230830,20230830 18:10:00,Daytime,Active,17.95032089,26.4,476.6,7.43,95.4,76.218
Rio Açúcar,RA,20230830,20230830 18:20:00,Daytime,Active,8.335049059,26.38,476.4,7.38,94.8,76.172
Rio Açúcar,RA,20230830,20230830 18:30:00,Daytime,Active,3.085205086,26.34,477,7.35,94.3,76.31
Rio Açúcar,RA,20230830,20230830 18:40:00,Daytime,Active,0.678112208,26.32,476.2,7.3,93.6,76.126
Rio Açúcar,RA,20230830,20230830 18:50:00,Daytime,Active,0.075597667,26.3,476.2,7.28,93.3,76.126
Rio Açúcar,RA,20230830,20230830 19:00:00,Nighttime,Active,0,26.28,476.2,7.26,93.1,76.126
Rio Açúcar,RA,20230830,20230830 19:10:00,Nighttime,Active,0,26.26,475.1,7.25,92.9,75.873
Rio Açúcar,RA,20230830,20230830 19:20:00,Nighttime,Active,0,26.26,473.5,7.22,92.5,75.505
Rio Açúcar,RA,20230830,20230830 19:30:00,Nighttime,Active,0,26.24,473.3,7.23,92.6,75.459
Rio Açúcar,RA,20230830,20230830 19:40:00,Nighttime,Active,0,26.22,474.9,7.19,92.1,75.827
Rio Açúcar,RA,20230830,20230830 19:50:00,Nighttime,Active,0,26.22,474.7,7.2,92.2,75.781
Rio Açúcar,RA,20230830,20230830 20:00:00,Nighttime,Active,0,26.2,474.5,7.18,91.9,75.735
Rio Açúcar,RA,20230830,20230830 20:10:00,Nighttime,Active,0,26.2,473.5,7.17,91.8,75.505
Rio Açúcar,RA,20230830,20230830 20:20:00,Nighttime,Active,0,26.18,473.1,7.18,91.9,75.413
Rio Açúcar,RA,20230830,20230830 20:30:00,Nighttime,Active,0,26.18,473.2,7.16,91.7,75.436
Rio Açúcar,RA,20230830,20230830 20:40:00,Nighttime,Active,0,26.16,472,7.14,91.4,75.16
Rio Açúcar,RA,20230830,20230830 20:50:00,Nighttime,Active,0,26.16,471.6,7.15,91.5,75.068
Rio Açúcar,RA,20230830,20230830 21:00:00,Nighttime,Active,0,26.14,471.1,7.14,91.4,74.953
Rio Açúcar,RA,20230830,20230830 21:10:00,Nighttime,Active,0,26.14,470.9,7.14,91.4,74.907
Rio Açúcar,RA,20230830,20230830 21:20:00,Nighttime,Active,0,26.12,470.5,7.13,91.2,74.815
Rio Açúcar,RA,20230830,20230830 21:30:00,Nighttime,Active,0,26.12,470,7.12,91.1,74.7
Rio Açúcar,RA,20230830,20230830 21:40:00,Nighttime,Active,0,26.1,469.7,7.13,91.1,74.631
Rio Açúcar,RA,20230830,20230830 21:50:00,Nighttime,Active,0,26.1,468.8,7.12,90.9,74.424
Rio Açúcar,RA,20230830,20230830 22:00:00,Nighttime,Active,0,26.08,468.6,7.12,90.9,74.378
Rio Açúcar,RA,20230830,20230830 22:10:00,Nighttime,Active,0,26.08,468.3,7.13,91.1,74.309
Rio Açúcar,RA,20230830,20230830 22:20:00,Nighttime,Active,0,26.06,468.5,7.12,90.9,74.355
Rio Açúcar,RA,20230830,20230830 22:30:00,Nighttime,Active,0,26.06,468.2,7.1,90.7,74.286
Rio Açúcar,RA,20230830,20230830 22:40:00,Nighttime,Active,0,26.04,467.2,7.11,90.8,74.056
Rio Açúcar,RA,20230830,20230830 22:50:00,Nighttime,Active,0,26.04,466.2,7.12,90.9,73.826
Rio Açúcar,RA,20230830,20230830 23:00:00,Nighttime,Active,0,26.02,466.7,7.13,91,73.941
Rio Açúcar,RA,20230830,20230830 23:10:00,Nighttime,Active,0,26.02,466.9,7.12,90.9,73.987
Rio Açúcar,RA,20230830,20230830 23:20:00,Nighttime,Active,0,26,468.4,7.12,90.9,74.332
Rio Açúcar,RA,20230830,20230830 23:30:00,Nighttime,Active,0,25.98,467.7,7.11,90.7,74.171
Rio Açúcar,RA,20230830,20230830 23:40:00,Nighttime,Active,0,25.98,468.6,7.12,90.8,74.378
Rio Açúcar,RA,20230830,20230830 23:50:00,Nighttime,Active,0,25.96,467.9,7.1,90.6,74.217
Rio Açúcar,RA,20230831,20230831 00:00:00,Nighttime,Active,0,25.96,467.1,7.14,91.1,74.033
Rio Açúcar,RA,20230831,20230831 00:10:00,Nighttime,Active,0,25.94,466.7,7.13,90.9,73.941
Rio Açúcar,RA,20230831,20230831 00:20:00,Nighttime,Active,0,25.92,466.8,7.13,90.9,73.964
Rio Açúcar,RA,20230831,20230831 00:30:00,Nighttime,Active,0,25.92,453.1,7.14,90.9,70.813
Rio Açúcar,RA,20230831,20230831 00:40:00,Nighttime,Active,0,25.9,450.2,7.13,90.7,70.146
Rio Açúcar,RA,20230831,20230831 00:50:00,Nighttime,Active,0,25.9,448.5,7.14,90.9,69.755
Rio Açúcar,RA,20230831,20230831 01:00:00,Nighttime,Active,0,25.88,445.7,7.16,91.1,69.111
Rio Açúcar,RA,20230831,20230831 01:10:00,Nighttime,Active,0,25.88,444,7.14,90.9,68.72
Rio Açúcar,RA,20230831,20230831 01:20:00,Nighttime,Active,0,25.86,440.2,7.13,90.7,67.846
Rio Açúcar,RA,20230831,20230831 01:30:00,Nighttime,Active,0,25.86,439.3,7.14,90.8,67.639
Rio Açúcar,RA,20230831,20230831 01:40:00,Nighttime,Active,0,25.84,438.3,7.15,91,67.409
Rio Açúcar,RA,20230831,20230831 01:50:00,Nighttime,Active,0,25.82,438,7.16,91.1,67.34
Rio Açúcar,RA,20230831,20230831 02:00:00,Nighttime,Active,0,25.8,436.7,7.15,90.9,67.041
Rio Açúcar,RA,20230831,20230831 02:10:00,Nighttime,Active,0,25.8,436,7.17,91.2,66.88
Rio Açúcar,RA,20230831,20230831 02:20:00,Nighttime,Active,0,25.78,435.4,7.13,90.6,66.742
Rio Açúcar,RA,20230831,20230831 02:30:00,Nighttime,Active,0,25.76,435.1,7.17,91.1,66.673
Rio Açúcar,RA,20230831,20230831 02:40:00,Nighttime,Active,0,25.76,434.5,7.16,91,66.535
Rio Açúcar,RA,20230831,20230831 02:50:00,Nighttime,Active,0,25.74,434.7,7.15,90.8,66.581
Rio Açúcar,RA,20230831,20230831 03:00:00,Nighttime,Active,0,25.72,432.7,7.16,90.9,66.121
Rio Açúcar,RA,20230831,20230831 03:10:00,Nighttime,Active,0,25.7,432.8,7.19,91.2,66.144
Rio Açúcar,RA,20230831,20230831 03:20:00,Nighttime,Active,0,25.68,432.5,7.18,91,66.075
Rio Açúcar,RA,20230831,20230831 03:30:00,Nighttime,Active,0,25.68,431.4,7.19,91.2,65.822
Rio Açúcar,RA,20230831,20230831 03:40:00,Nighttime,Active,0,25.66,431.5,7.17,90.9,65.845
Rio Açúcar,RA,20230831,20230831 03:50:00,Nighttime,Active,0,25.64,429.4,7.17,90.8,65.362
Rio Açúcar,RA,20230831,20230831 04:00:00,Nighttime,Active,0,25.62,430.3,7.17,90.8,65.569
Rio Açúcar,RA,20230831,20230831 04:10:00,Nighttime,Active,0,25.62,429.7,7.18,91,65.431
Rio Açúcar,RA,20230831,20230831 04:20:00,Nighttime,Active,0,25.6,429.5,7.19,91.1,65.385
Rio Açúcar,RA,20230831,20230831 04:30:00,Nighttime,Active,0,25.58,428.9,7.19,91,65.247
Rio Açúcar,RA,20230831,20230831 04:40:00,Nighttime,Active,0,25.56,428.3,7.2,91.1,65.109
Rio Açúcar,RA,20230831,20230831 04:50:00,Nighttime,Active,0,25.54,427.9,7.2,91.1,65.017
Rio Açúcar,RA,20230831,20230831 05:00:00,Nighttime,Active,0,25.54,427.6,7.2,91.1,64.948
Rio Açúcar,RA,20230831,20230831 05:10:00,Nighttime,Active,0,25.52,426.8,7.2,91.1,64.764
Rio Açúcar,RA,20230831,20230831 05:20:00,Nighttime,Active,0,25.5,426.9,7.22,91.3,64.787
Rio Açúcar,RA,20230831,20230831 05:30:00,Nighttime,Active,0,25.48,426.7,7.2,91,64.741
Rio Açúcar,RA,20230831,20230831 05:40:00,Nighttime,Active,0,25.46,425.8,7.22,91.3,64.534
