stream_name,stream_abreviation,sampling_date,sampling_datetime,time_period,travertine_deposition,par_umol_m2_s,temp_c,specific_cond_uS_cm,dissolved_oxygen_mgL,dissolved_oxygen_percent,calcium_mgL
Córrego Cabelo Duro,CD,20230911,20230911 17:40:00,Daytime,Active,1.28033022,28.38,482.9,7.3,97.8,77.667
Córrego Cabelo Duro,CD,20230911,20230911 17:50:00,Daytime,Active,13.1897174,27.84,478,7.36,97.6,76.54
Córrego Cabelo Duro,CD,20230911,20230911 18:00:00,Daytime,Active,8.410130573,26.48,468.3,6.91,89.5,74.309
Córrego Cabelo Duro,CD,20230911,20230911 18:10:00,Daytime,Active,0.678112208,25.68,473.6,7.13,90.9,75.528
Córrego Cabelo Duro,CD,20230911,20230911 18:20:00,Daytime,Active,3.310714061,25.52,472,7.14,90.8,75.16
Córrego Cabelo Duro,CD,20230911,20230911 18:30:00,Daytime,Active,1.806765622,25.48,470.8,7.14,90.8,74.884
Córrego Cabelo Duro,CD,20230911,20230911 18:40:00,Daytime,Active,0.526986598,25.46,457.2,6.99,88.8,71.756
Córrego Cabelo Duro,CD,20230911,20230911 18:50:00,Daytime,Active,0.075597667,25.44,386.1,7.03,89.3,55.403
Córrego Cabelo Duro,CD,20230911,20230911 19:00:00,Nighttime,Active,0,25.44,383.8,6.97,88.5,54.874
Córrego Cabelo Duro,CD,20230911,20230911 19:10:00,Nighttime,Active,0,25.44,384.6,6.61,83.9,55.058
Córrego Cabelo Duro,CD,20230911,20230911 19:20:00,Nighttime,Active,0,25.44,351.5,6.95,88.2,47.445
Córrego Cabelo Duro,CD,20230911,20230911 19:30:00,Nighttime,Active,0,25.42,360.4,6.91,87.8,49.492
Córrego Cabelo Duro,CD,20230911,20230911 19:40:00,Nighttime,Active,0,25.42,357.1,7.03,89.3,48.733
Córrego Cabelo Duro,CD,20230911,20230911 19:50:00,Nighttime,Active,0,25.42,374,6.85,87,52.62
Córrego Cabelo Duro,CD,20230911,20230911 20:00:00,Nighttime,Active,0,25.4,392.5,6.64,84.3,56.875
Córrego Cabelo Duro,CD,20230911,20230911 20:10:00,Nighttime,Active,0,25.4,374.3,6.72,85.3,52.689
Córrego Cabelo Duro,CD,20230911,20230911 20:20:00,Nighttime,Active,0,25.38,341.3,7.05,89.4,45.099
Córrego Cabelo Duro,CD,20230911,20230911 20:30:00,Nighttime,Active,0,25.38,335.6,6.93,87.9,43.788
Córrego Cabelo Duro,CD,20230911,20230911 20:40:00,Nighttime,Active,0,25.36,337.2,6.96,88.3,44.156
Córrego Cabelo Duro,CD,20230911,20230911 20:50:00,Nighttime,Active,0,25.34,335.9,6.8,86.2,43.857
Córrego Cabelo Duro,CD,20230911,20230911 21:00:00,Nighttime,Active,0,25.34,334.7,6.81,86.3,43.581
Córrego Cabelo Duro,CD,20230911,20230911 21:10:00,Nighttime,Active,0,25.32,332.6,6.64,84.2,43.098
Córrego Cabelo Duro,CD,20230911,20230911 21:20:00,Nighttime,Active,0,25.3,322.3,6.6,83.6,40.729
Córrego Cabelo Duro,CD,20230911,20230911 21:30:00,Nighttime,Active,0,25.3,321.6,6.49,82.2,40.568
Córrego Cabelo Duro,CD,20230911,20230911 21:40:00,Nighttime,Active,0,25.28,369.6,6.62,83.9,51.608
Córrego Cabelo Duro,CD,20230911,20230911 21:50:00,Nighttime,Active,0,25.26,369,6.81,86.2,51.47
Córrego Cabelo Duro,CD,20230911,20230911 22:00:00,Nighttime,Active,0,25.24,386.1,6.48,82,55.403
Córrego Cabelo Duro,CD,20230911,20230911 22:10:00,Nighttime,Active,0,25.24,384.7,6.41,81.1,55.081
Córrego Cabelo Duro,CD,20230911,20230911 22:20:00,Nighttime,Active,0,25.22,382.9,6.81,86.1,54.667
Córrego Cabelo Duro,CD,20230911,20230911 22:30:00,Nighttime,Active,0,25.2,381.9,6.85,86.7,54.437
Córrego Cabelo Duro,CD,20230911,20230911 22:40:00,Nighttime,Active,0,25.2,376.1,6.67,84.3,53.103
Córrego Cabelo Duro,CD,20230911,20230911 22:50:00,Nighttime,Active,0,25.18,460,6.89,87,72.4
Córrego Cabelo Duro,CD,20230911,20230911 23:00:00,Nighttime,Active,0,25.16,459.7,6.9,87.2,72.331
Córrego Cabelo Duro,CD,20230911,20230911 23:10:00,Nighttime,Active,0,25.14,468.6,7.02,88.6,74.378
Córrego Cabelo Duro,CD,20230911,20230911 23:20:00,Nighttime,Active,0,25.14,468.4,6.61,83.5,74.332
Córrego Cabelo Duro,CD,20230911,20230911 23:30:00,Nighttime,Active,0,25.12,428.6,6.68,84.3,65.178
Córrego Cabelo Duro,CD,20230911,20230911 23:40:00,Nighttime,Active,0,25.1,419,6.96,87.9,62.97
Córrego Cabelo Duro,CD,20230911,20230911 23:50:00,Nighttime,Active,0,25.1,406.3,6.5,82,60.049
Córrego Cabelo Duro,CD,20230912,20230912 00:00:00,Nighttime,Active,0,25.08,406.4,6.92,87.3,60.072
Córrego Cabelo Duro,CD,20230912,20230912 00:10:00,Nighttime,Active,0,25.08,406.1,7.05,89,60.003
Córrego Cabelo Duro,CD,20230912,20230912 00:20:00,Nighttime,Active,0,25.06,408.2,7.04,88.8,60.486
Córrego Cabelo Duro,CD,20230912,20230912 00:30:00,Nighttime,Active,0,25.04,406.4,6.63,83.5,60.072
Córrego Cabelo Duro,CD,20230912,20230912 00:40:00,Nighttime,Active,0,25.04,400.3,6.39,80.5,58.669
Córrego Cabelo Duro,CD,20230912,20230912 00:50:00,Nighttime,Active,0,25.02,390.6,7.01,88.3,56.438
Córrego Cabelo Duro,CD,20230912,20230912 01:00:00,Nighttime,Active,0,25,388.6,6.65,83.8,55.978
Córrego Cabelo Duro,CD,20230912,20230912 01:10:00,Nighttime,Active,0,25,387.3,7.03,88.6,55.679
Córrego Cabelo Duro,CD,20230912,20230912 01:20:00,Nighttime,Active,0,24.98,385.8,7.03,88.6,55.334
Córrego Cabelo Duro,CD,20230912,20230912 01:30:00,Nighttime,Active,0,24.98,384.6,7.06,88.8,55.058
Córrego Cabelo Duro,CD,20230912,20230912 01:40:00,Nighttime,Active,0,24.98,384.3,7.09,89.3,54.989
Córrego Cabelo Duro,CD,20230912,20230912 01:50:00,Nighttime,Active,0,24.96,383.1,6.98,87.9,54.713
Córrego Cabelo Duro,CD,20230912,20230912 02:00:00,Nighttime,Active,0,24.96,380.9,7.14,89.9,54.207
Córrego Cabelo Duro,CD,20230912,20230912 02:10:00,Nighttime,Active,0,24.96,378.5,6.48,81.5,53.655
Córrego Cabelo Duro,CD,20230912,20230912 02:20:00,Nighttime,Active,0,24.94,377.7,7.08,89.1,53.471
Córrego Cabelo Duro,CD,20230912,20230912 02:30:00,Nighttime,Active,0,24.94,378.4,6.97,87.7,53.632
Córrego Cabelo Duro,CD,20230912,20230912 02:40:00,Nighttime,Active,0,24.92,378.4,6.93,87.1,53.632
Córrego Cabelo Duro,CD,20230912,20230912 02:50:00,Nighttime,Active,0,24.92,375,6.95,87.4,52.85
Córrego Cabelo Duro,CD,20230912,20230912 03:00:00,Nighttime,Active,0,24.9,373.9,7.04,88.5,52.597
Córrego Cabelo Duro,CD,20230912,20230912 03:10:00,Nighttime,Active,0,24.9,374,7.01,88.2,52.62
Córrego Cabelo Duro,CD,20230912,20230912 03:20:00,Nighttime,Active,0,24.9,373.7,6.97,87.6,52.551
Córrego Cabelo Duro,CD,20230912,20230912 03:30:00,Nighttime,Active,0,24.88,373.7,7.1,89.3,52.551
Córrego Cabelo Duro,CD,20230912,20230912 03:40:00,Nighttime,Active,0,24.88,373,7.05,88.6,52.39
Córrego Cabelo Duro,CD,20230912,20230912 03:50:00,Nighttime,Active,0,24.88,372.2,6.8,85.4,52.206
Córrego Cabelo Duro,CD,20230912,20230912 04:00:00,Nighttime,Active,0,24.86,371.9,7.02,88.1,52.137
Córrego Cabelo Duro,CD,20230912,20230912 04:10:00,Nighttime,Active,0,24.86,372.7,7.03,88.3,52.321
Córrego Cabelo Duro,CD,20230912,20230912 04:20:00,Nighttime,Active,0,24.84,371.3,7.13,89.5,51.999
Córrego Cabelo Duro,CD,20230912,20230912 04:30:00,Nighttime,Active,0,24.84,371.4,7.15,89.8,52.022
Córrego Cabelo Duro,CD,20230912,20230912 04:40:00,Nighttime,Active,0,24.84,370.3,7.06,88.7,51.769
Córrego Cabelo Duro,CD,20230912,20230912 04:50:00,Nighttime,Active,0,24.82,370.3,6.86,86.2,51.769
Córrego Cabelo Duro,CD,20230912,20230912 05:00:00,Nighttime,Active,0,24.82,370.4,7.05,88.5,51.792
Córrego Cabelo Duro,CD,20230912,20230912 05:10:00,Nighttime,Active,0,24.8,370.5,7.16,89.9,51.815
Córrego Cabelo Duro,CD,20230912,20230912 05:20:00,Nighttime,Active,0,24.8,370.5,6.83,85.7,51.815
Córrego Cabelo Duro,CD,20230912,20230912 05:30:00,Nighttime,Active,0,24.8,370.5,7.13,89.5,51.815
Córrego Cabelo Duro,CD,20230912,20230912 05:40:00,Nighttime,Active,0,24.78,369.5,7.12,89.3,51.585
Córrego Cabelo Duro,CD,20230912,20230912 05:50:00,Nighttime,Active,0,24.78,368.7,7.15,89.7,51.401
Córrego Cabelo Duro,CD,20230912,20230912 06:00:00,Nighttime,Active,0,24.78,368.4,6.61,83,51.332
Córrego Cabelo Duro,CD,20230912,20230912 06:10:00,Nighttime,Active,0,24.76,366.1,6.98,87.5,50.803
Córrego Cabelo Duro,CD,20230912,20230912 06:20:00,Nighttime,Active,0,24.76,365.8,6.92,86.8,50.734
Córrego Cabelo Duro,CD,20230912,20230912 06:30:00,Nighttime,Active,0,24.76,370.1,7.13,89.4,51.723
Córrego Cabelo Duro,CD,20230912,20230912 06:40:00,Nighttime,Active,0.226079134,24.74,368.6,7.03,88.1,51.378
Córrego Cabelo Duro,CD,20230912,20230912 06:50:00,Nighttime,Active,0.752968445,24.74,367.6,7.05,88.4,51.148
Córrego Cabelo Duro,CD,20230912,20230912 07:00:00,Daytime,Active,1.882251704,24.74,364,7.06,88.6,50.32
Córrego Cabelo Duro,CD,20230912,20230912 07:10:00,Daytime,Active,4.36230499,24.72,364.1,7.12,89.2,50.343
Córrego Cabelo Duro,CD,20230912,20230912 07:20:00,Daytime,Active,7.062125215,24.72,364.1,6.94,87,50.343
Córrego Cabelo Duro,CD,20230912,20230912 07:30:00,Daytime,Active,8.709019961,24.72,363.3,7,87.7,50.159
Córrego Cabelo Duro,CD,20230912,20230912 07:40:00,Daytime,Active,7.811434395,24.72,362.6,7.1,89,49.998
Córrego Cabelo Duro,CD,20230912,20230912 07:50:00,Daytime,Active,8.933485904,24.72,362.2,6.9,86.5,49.906
Córrego Cabelo Duro,CD,20230912,20230912 08:00:00,Daytime,Active,13.1897174,24.7,361.9,7.15,89.6,49.837
Córrego Cabelo Duro,CD,20230912,20230912 08:10:00,Daytime,Active,29.76843617,24.7,361.9,6.9,86.5,49.837
Córrego Cabelo Duro,CD,20230912,20230912 08:20:00,Daytime,Active,37.97025554,24.72,361.4,6.56,82.3,49.722
Córrego Cabelo Duro,CD,20230912,20230912 08:30:00,Daytime,Active,97.08183396,24.72,361.4,7.07,88.6,49.722
Córrego Cabelo Duro,CD,20230912,20230912 08:40:00,Daytime,Active,65.6511724,24.72,360.9,6.92,86.8,49.607
Córrego Cabelo Duro,CD,20230912,20230912 08:50:00,Daytime,Active,37.97025554,24.74,361.2,7.17,89.8,49.676
Córrego Cabelo Duro,CD,20230912,20230912 09:00:00,Daytime,Active,36.80222294,24.74,359.5,7.16,89.7,49.285
Córrego Cabelo Duro,CD,20230912,20230912 09:10:00,Daytime,Active,29.76843617,24.74,359.5,6.91,86.7,49.285
Córrego Cabelo Duro,CD,20230912,20230912 09:20:00,Daytime,Active,36.80222294,24.76,359.9,7.06,88.5,49.377
Córrego Cabelo Duro,CD,20230912,20230912 09:30:00,Daytime,Active,30.94358614,24.76,359.4,6.98,87.5,49.262
Córrego Cabelo Duro,CD,20230912,20230912 09:40:00,Daytime,Active,32.11755,24.76,359.2,7.06,88.5,49.216
Córrego Cabelo Duro,CD,20230912,20230912 09:50:00,Daytime,Active,44.9548904,24.78,359.6,6.89,86.5,49.308
Córrego Cabelo Duro,CD,20230912,20230912 10:00:00,Daytime,Active,37.97025554,24.78,359.9,6.88,86.4,49.377
Córrego Cabelo Duro,CD,20230912,20230912 10:10:00,Daytime,Active,105.8905364,24.8,359.1,6.96,87.4,49.193
Córrego Cabelo Duro,CD,20230912,20230912 10:20:00,Daytime,Active,92.64868943,24.8,359.2,6.84,85.8,49.216
Córrego Cabelo Duro,CD,20230912,20230912 10:30:00,Daytime,Active,92.64868943,24.82,358.4,7.2,90.4,49.032
Córrego Cabelo Duro,CD,20230912,20230912 10:40:00,Daytime,Active,528.5788054,24.84,357.4,7.15,89.8,48.802
Córrego Cabelo Duro,CD,20230912,20230912 10:50:00,Daytime,Active,375.46301,24.86,357,7.18,90.2,48.71
Córrego Cabelo Duro,CD,20230912,20230912 11:00:00,Daytime,Active,387.3103869,24.86,356.7,6.99,87.9,48.641
Córrego Cabelo Duro,CD,20230912,20230912 11:10:00,Daytime,Active,240.2807583,24.88,357,7.13,89.6,48.71
Córrego Cabelo Duro,CD,20230912,20230912 11:20:00,Daytime,Active,398.8544661,24.9,356.7,7.32,92.1,48.641
Córrego Cabelo Duro,CD,20230912,20230912 11:30:00,Daytime,Active,118.9621783,24.94,356.1,6.9,86.8,48.503
Córrego Cabelo Duro,CD,20230912,20230912 11:40:00,Daytime,Active,497.5893224,24.96,355.7,7.11,89.4,48.411
Córrego Cabelo Duro,CD,20230912,20230912 11:50:00,Daytime,Active,97.08183396,25,354.5,7.15,90.1,48.135
Córrego Cabelo Duro,CD,20230912,20230912 12:00:00,Daytime,Active,297.9983048,25.04,351.7,7.2,90.8,47.491
Córrego Cabelo Duro,CD,20230912,20230912 12:10:00,Daytime,Active,169.5402463,25.06,350.5,7.15,90.2,47.215
Córrego Cabelo Duro,CD,20230912,20230912 12:20:00,Daytime,Active,123.2814256,25.08,351.5,7.38,93.1,47.445
Córrego Cabelo Duro,CD,20230912,20230912 12:30:00,Daytime,Active,88.19656158,25.12,351.4,7.35,92.8,47.422
Córrego Cabelo Duro,CD,20230912,20230912 12:40:00,Daytime,Active,83.7254504,25.14,351.2,7.35,92.8,47.376
Córrego Cabelo Duro,CD,20230912,20230912 12:50:00,Daytime,Active,83.7254504,25.18,350.8,7.17,90.7,47.284
Córrego Cabelo Duro,CD,20230912,20230912 13:00:00,Daytime,Active,97.08183396,25.2,350.8,7.24,91.5,47.284
Córrego Cabelo Duro,CD,20230912,20230912 13:10:00,Daytime,Active,88.19656158,25.22,350.6,7.34,92.8,47.238
Córrego Cabelo Duro,CD,20230912,20230912 13:20:00,Daytime,Active,92.64868943,25.24,351.2,6.99,88.4,47.376
Córrego Cabelo Duro,CD,20230912,20230912 13:30:00,Daytime,Active,83.7254504,25.28,351.8,7.23,91.5,47.514
Córrego Cabelo Duro,CD,20230912,20230912 13:40:00,Daytime,Active,83.7254504,25.3,351.8,7.38,93.5,47.514
Córrego Cabelo Duro,CD,20230912,20230912 13:50:00,Daytime,Active,88.19656158,25.36,348.6,7.37,93.5,46.778
Córrego Cabelo Duro,CD,20230912,20230912 14:00:00,Daytime,Active,83.7254504,25.4,346.6,7.16,90.9,46.318
Córrego Cabelo Duro,CD,20230912,20230912 14:10:00,Daytime,Active,83.7254504,25.42,346.6,7.22,91.6,46.318
Córrego Cabelo Duro,CD,20230912,20230912 14:20:00,Daytime,Active,83.7254504,25.42,345.6,7.37,93.6,46.088
Córrego Cabelo Duro,CD,20230912,20230912 14:30:00,Daytime,Active,92.64868943,25.44,345.4,7.27,92.4,46.042
Córrego Cabelo Duro,CD,20230912,20230912 14:40:00,Daytime,Active,88.19656158,25.44,344.4,7.2,91.4,45.812
Córrego Cabelo Duro,CD,20230912,20230912 14:50:00,Daytime,Active,92.64868943,25.44,344.2,7.23,91.8,45.766
Córrego Cabelo Duro,CD,20230912,20230912 15:00:00,Daytime,Active,63.3708628,25.46,344.2,7.34,93.3,45.766
Córrego Cabelo Duro,CD,20230912,20230912 15:10:00,Daytime,Active,83.7254504,25.48,343.5,7.35,93.4,45.605
Córrego Cabelo Duro,CD,20230912,20230912 15:20:00,Daytime,Active,70.19821689,25.5,343.3,7.34,93.3,45.559
Córrego Cabelo Duro,CD,20230912,20230912 15:30:00,Daytime,Active,65.6511724,25.52,341.7,7.37,93.8,45.191
Córrego Cabelo Duro,CD,20230912,20230912 15:40:00,Daytime,Active,15.57204654,25.54,341.6,7.35,93.5,45.168
Córrego Cabelo Duro,CD,20230912,20230912 15:50:00,Daytime,Active,49.58735849,25.54,341.8,6.98,88.8,45.214
Córrego Cabelo Duro,CD,20230912,20230912 16:00:00,Daytime,Active,44.9548904,25.56,341.7,7.3,92.9,45.191
Córrego Cabelo Duro,CD,20230912,20230912 16:10:00,Daytime,Active,42.6312,25.58,341.8,7.01,89.3,45.214
Córrego Cabelo Duro,CD,20230912,20230912 16:20:00,Daytime,Active,37.97025554,25.6,342.6,7.28,92.7,45.398
Córrego Cabelo Duro,CD,20230912,20230912 16:30:00,Daytime,Active,35.63300422,25.6,343.8,7.28,92.7,45.674
Córrego Cabelo Duro,CD,20230912,20230912 16:40:00,Daytime,Active,33.29100845,25.62,344.1,7.26,92.5,45.743
Córrego Cabelo Duro,CD,20230912,20230912 16:50:00,Daytime,Active,32.11755,25.62,344.5,7.16,91.2,45.835
Córrego Cabelo Duro,CD,20230912,20230912 17:00:00,Daytime,Active,33.29100845,25.62,344.3,6.99,89.1,45.789
Córrego Cabelo Duro,CD,20230912,20230912 17:10:00,Daytime,Active,26.23518474,25.64,344.3,7.05,89.8,45.789
Córrego Cabelo Duro,CD,20230912,20230912 17:20:00,Daytime,Active,21.5078,25.64,343.9,7.15,91.1,45.697
Córrego Cabelo Duro,CD,20230912,20230912 17:30:00,Daytime,Active,17.35567984,25.64,343.5,7.24,92.2,45.605
Córrego Cabelo Duro,CD,20230912,20230912 17:40:00,Daytime,Active,12.59270102,25.64,343.5,7.22,92.1,45.605
Córrego Cabelo Duro,CD,20230912,20230912 17:50:00,Daytime,Active,9.606633343,25.64,343.5,6.94,88.5,45.605
Córrego Cabelo Duro,CD,20230912,20230912 18:00:00,Daytime,Active,7.811434395,25.64,343.9,7.18,91.5,45.697
Córrego Cabelo Duro,CD,20230912,20230912 18:10:00,Daytime,Active,5.488250367,25.64,343.9,7.13,90.8,45.697
Córrego Cabelo Duro,CD,20230912,20230912 18:20:00,Daytime,Active,2.107983161,25.64,343.2,7.01,89.3,45.536
Córrego Cabelo Duro,CD,20230912,20230912 18:30:00,Daytime,Active,0.752968445,25.64,343.3,7.18,91.5,45.559
Córrego Cabelo Duro,CD,20230912,20230912 18:40:00,Daytime,Active,0.226079134,25.64,346.3,7.15,91.1,46.249
Córrego Cabelo Duro,CD,20230912,20230912 18:50:00,Daytime,Active,0,25.62,346.4,7.04,89.7,46.272
Córrego Cabelo Duro,CD,20230912,20230912 19:00:00,Nighttime,Active,0,25.62,347.2,7,89.1,46.456
Córrego Cabelo Duro,CD,20230912,20230912 19:10:00,Nighttime,Active,0,25.62,346.6,6.92,88.2,46.318
Córrego Cabelo Duro,CD,20230912,20230912 19:20:00,Nighttime,Active,0,25.6,347.3,6.95,88.6,46.479
Córrego Cabelo Duro,CD,20230912,20230912 19:30:00,Nighttime,Active,0,25.6,345.1,6.82,86.9,45.973
Córrego Cabelo Duro,CD,20230912,20230912 19:40:00,Nighttime,Active,0,25.6,344.4,6.9,87.9,45.812
Córrego Cabelo Duro,CD,20230912,20230912 19:50:00,Nighttime,Active,0,25.58,344.5,6.83,87,45.835
Córrego Cabelo Duro,CD,20230912,20230912 20:00:00,Nighttime,Active,0,25.58,344.2,6.74,85.8,45.766
Córrego Cabelo Duro,CD,20230912,20230912 20:10:00,Nighttime,Active,0,25.56,344.3,6.99,88.9,45.789
Córrego Cabelo Duro,CD,20230912,20230912 20:20:00,Nighttime,Active,0,25.56,343.9,6.99,88.9,45.697
Córrego Cabelo Duro,CD,20230912,20230912 20:30:00,Nighttime,Active,0,25.54,343.4,6.8,86.5,45.582
Córrego Cabelo Duro,CD,20230912,20230912 20:40:00,Nighttime,Active,0,25.54,343.1,6.86,87.2,45.513
Córrego Cabelo Duro,CD,20230912,20230912 20:50:00,Nighttime,Active,0,25.52,342.8,6.93,88.2,45.444
Córrego Cabelo Duro,CD,20230912,20230912 21:00:00,Nighttime,Active,0,25.52,343.6,6.74,85.7,45.628
Córrego Cabelo Duro,CD,20230912,20230912 21:10:00,Nighttime,Active,0,25.5,342.6,6.87,87.3,45.398
Córrego Cabelo Duro,CD,20230912,20230912 21:20:00,Nighttime,Active,0,25.48,340.7,6.89,87.6,44.961
Córrego Cabelo Duro,CD,20230912,20230912 21:30:00,Nighttime,Active,0,25.48,341.5,6.95,88.3,45.145
Córrego Cabelo Duro,CD,20230912,20230912 21:40:00,Nighttime,Active,0,25.46,341.3,7,88.9,45.099
Córrego Cabelo Duro,CD,20230912,20230912 21:50:00,Nighttime,Active,0,25.46,341.4,6.81,86.6,45.122
Córrego Cabelo Duro,CD,20230912,20230912 22:00:00,Nighttime,Active,0,25.44,342.3,6.96,88.4,45.329
Córrego Cabelo Duro,CD,20230912,20230912 22:10:00,Nighttime,Active,0,25.42,342.3,6.91,87.8,45.329
Córrego Cabelo Duro,CD,20230912,20230912 22:20:00,Nighttime,Active,0,25.42,342.4,6.93,87.9,45.352
Córrego Cabelo Duro,CD,20230912,20230912 22:30:00,Nighttime,Active,0,25.4,342.6,6.79,86.2,45.398
Córrego Cabelo Duro,CD,20230912,20230912 22:40:00,Nighttime,Active,0,25.4,342.4,6.92,87.8,45.352
Córrego Cabelo Duro,CD,20230912,20230912 22:50:00,Nighttime,Active,0,25.38,341.6,6.68,84.8,45.168
Córrego Cabelo Duro,CD,20230912,20230912 23:00:00,Nighttime,Active,0,25.36,341.7,6.95,88.1,45.191
Córrego Cabelo Duro,CD,20230912,20230912 23:10:00,Nighttime,Active,0,25.36,341.9,6.89,87.4,45.237
Córrego Cabelo Duro,CD,20230912,20230912 23:20:00,Nighttime,Active,0,25.34,342,6.83,86.6,45.26
Córrego Cabelo Duro,CD,20230912,20230912 23:30:00,Nighttime,Active,0,25.32,342.5,6.81,86.2,45.375
Córrego Cabelo Duro,CD,20230912,20230912 23:40:00,Nighttime,Active,0,25.32,342.1,6.91,87.5,45.283
Córrego Cabelo Duro,CD,20230912,20230912 23:50:00,Nighttime,Active,0,25.3,342.3,6.96,88.2,45.329
Córrego Cabelo Duro,CD,20230913,20230913 00:00:00,Nighttime,Active,0,25.3,342,7.06,89.4,45.26
Córrego Cabelo Duro,CD,20230913,20230913 00:10:00,Nighttime,Active,0,25.28,341.6,7.08,89.7,45.168
Córrego Cabelo Duro,CD,20230913,20230913 00:20:00,Nighttime,Active,0,25.26,343.3,7.07,89.5,45.559
Córrego Cabelo Duro,CD,20230913,20230913 00:30:00,Nighttime,Active,0,25.26,341.8,6.95,88,45.214
Córrego Cabelo Duro,CD,20230913,20230913 00:40:00,Nighttime,Active,0,25.24,341.9,7.08,89.6,45.237
Córrego Cabelo Duro,CD,20230913,20230913 00:50:00,Nighttime,Active,0,25.22,342,6.96,88.1,45.26
Córrego Cabelo Duro,CD,20230913,20230913 01:00:00,Nighttime,Active,0,25.22,341.4,7.05,89.2,45.122
Córrego Cabelo Duro,CD,20230913,20230913 01:10:00,Nighttime,Active,0,25.2,340.8,7.03,88.9,44.984
Córrego Cabelo Duro,CD,20230913,20230913 01:20:00,Nighttime,Active,0,25.2,341.7,6.99,88.3,45.191
Córrego Cabelo Duro,CD,20230913,20230913 01:30:00,Nighttime,Active,0,25.18,340.9,7.03,88.8,45.007
Córrego Cabelo Duro,CD,20230913,20230913 01:40:00,Nighttime,Active,0,25.16,341,6.96,88,45.03
Córrego Cabelo Duro,CD,20230913,20230913 01:50:00,Nighttime,Active,0,25.16,340.7,7.01,88.5,44.961
Córrego Cabelo Duro,CD,20230913,20230913 02:00:00,Nighttime,Active,0,25.14,340.8,7.07,89.3,44.984
Córrego Cabelo Duro,CD,20230913,20230913 02:10:00,Nighttime,Active,0,25.14,340.8,7.09,89.5,44.984
Córrego Cabelo Duro,CD,20230913,20230913 02:20:00,Nighttime,Active,0,25.12,340.1,7.09,89.5,44.823
Córrego Cabelo Duro,CD,20230913,20230913 02:30:00,Nighttime,Active,0,25.12,339.8,7.04,88.9,44.754
Córrego Cabelo Duro,CD,20230913,20230913 02:40:00,Nighttime,Active,0,25.1,339.6,7.09,89.4,44.708
Córrego Cabelo Duro,CD,20230913,20230913 02:50:00,Nighttime,Active,0,25.1,339.7,7.13,90,44.731
Córrego Cabelo Duro,CD,20230913,20230913 03:00:00,Nighttime,Active,0,25.08,339.8,7.1,89.5,44.754
Córrego Cabelo Duro,CD,20230913,20230913 03:10:00,Nighttime,Active,0,25.08,339.8,7,88.3,44.754
Córrego Cabelo Duro,CD,20230913,20230913 03:20:00,Nighttime,Active,0,25.06,339.9,7.11,89.7,44.777
Córrego Cabelo Duro,CD,20230913,20230913 03:30:00,Nighttime,Active,0,25.06,339.9,7.09,89.4,44.777
Córrego Cabelo Duro,CD,20230913,20230913 03:40:00,Nighttime,Active,0,25.04,339.2,7.09,89.4,44.616
Córrego Cabelo Duro,CD,20230913,20230913 03:50:00,Nighttime,Active,0,25.04,338.9,7.1,89.5,44.547
Córrego Cabelo Duro,CD,20230913,20230913 04:00:00,Nighttime,Active,0,25.04,339.4,7.12,89.8,44.662
Córrego Cabelo Duro,CD,20230913,20230913 04:10:00,Nighttime,Active,0,25.02,339.4,7.08,89.2,44.662
Córrego Cabelo Duro,CD,20230913,20230913 04:20:00,Nighttime,Active,0,25.02,339.5,7.08,89.2,44.685
Córrego Cabelo Duro,CD,20230913,20230913 04:30:00,Nighttime,Active,0,25,339.2,7.11,89.6,44.616
Córrego Cabelo Duro,CD,20230913,20230913 04:40:00,Nighttime,Active,0,25,339.2,7.07,89,44.616
Córrego Cabelo Duro,CD,20230913,20230913 04:50:00,Nighttime,Active,0,24.98,339.2,7.11,89.6,44.616
Córrego Cabelo Duro,CD,20230913,20230913 05:00:00,Nighttime,Active,0,24.98,339.3,7.13,89.8,44.639
Córrego Cabelo Duro,CD,20230913,20230913 05:10:00,Nighttime,Active,0,24.98,339.4,7.08,89.1,44.662
Córrego Cabelo Duro,CD,20230913,20230913 05:20:00,Nighttime,Active,0,24.96,339.4,7.13,89.8,44.662
Córrego Cabelo Duro,CD,20230913,20230913 05:30:00,Nighttime,Active,0,24.96,339.4,7.1,89.4,44.662
Córrego Cabelo Duro,CD,20230913,20230913 05:40:00,Nighttime,Active,0,24.96,339.4,7.15,90,44.662
Córrego Cabelo Duro,CD,20230913,20230913 05:50:00,Nighttime,Active,0,24.96,336.8,7.14,89.8,44.064
Córrego Cabelo Duro,CD,20230913,20230913 06:00:00,Nighttime,Active,0,24.96,337.2,7.12,89.7,44.156
Córrego Cabelo Duro,CD,20230913,20230913 06:10:00,Nighttime,Active,0,24.96,337.2,7.14,89.8,44.156
Córrego Cabelo Duro,CD,20230913,20230913 06:20:00,Nighttime,Active,0,24.94,337.2,7.13,89.7,44.156
Córrego Cabelo Duro,CD,20230913,20230913 06:30:00,Nighttime,Active,0.075597667,24.94,337.2,7.1,89.4,44.156
Córrego Cabelo Duro,CD,20230913,20230913 06:40:00,Nighttime,Active,0.452116537,24.94,336.8,7.13,89.7,44.064
Córrego Cabelo Duro,CD,20230913,20230913 06:50:00,Nighttime,Active,1.430663595,24.94,336.5,7.09,89.3,43.995
